"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","CO2_hrs","AccH2O_des","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
59,1664397822.5,1843.90000009537,2022-09-28 15:43:42,15:43:42,5,"a_y_140_92","ozzie",1664397819.7,0.00067039252991631,0.670392529916318,-2.91765483665693,423.117603637649,528.070099538792,48.0802617802748,38.5244405326273,0.0398910307158411,2.76212785929909,0.0395737170716743,0.0247618720161354,0.00015962074799999,25.702855156578,25.702855156578,3.3153823204186,54.1933389971734,1.81644785609304,3.35179173253705,1.49893446432556,-29.5643105693096,27.4436837113401,2.11850681222497,-0.00196042499657522,-2.89122186044006,0.672177080178522,-2.91765483665693,428.193066860536,431.760024242424,0.00038872733019753,65.1200321087562,0.670392529916318,19.1595079299258,19.9481533333333,-4.17366384212672e-05,128.410237370446,6,1,1,0,48231,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397819.7,423.1176,419.9901,19.95022,19.15987,416.4511,19.63427,500.1078,90.94883,0.1001838,25.88715,25.04438,999.9,0,0,9977.875,0,0.220656,3.127467,431.7307,428.1943,0.7903465,419.9901,19.15987,1.814448,1.742569,15.91183,15.28091,0.00100013,0,0,0,720.75,0.00100013,-24.55,-2.5,35.8874,40.625,37.875,42.0124,38.5,0,0,0,1664397808.2,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.13319243902439,-0.123845226480842,0.0276415405645718,0,0.799315195121951,-0.0643115540069667,0.00636141877571161,1,1,2,"1/2",2.97454,2.75385,0.0916587,0.092392,0.0914345,0.0898314,35443.3,38643.9,35355.3,38609.3,45528.9,50741.2,55238.6,61913,1.9758,1.85707,0.0425056,0,24.3257,999.9,52.057,29.195,23.2797,60.2711,45.5769,1,-0.130366,0.0276797,20.167,5.20306,12.0043,4.97575,3.29338,9999,726.7,9999,9999,1.86291,1.86782,1.86753,1.8687,1.86953,1.86566,1.86672,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.667,0.3158,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1556.8,1556.7,1.02661,2.62451,1.54785,2.2998,1.34644,2.35474,32.3107,15.5592,18,484.997,409.386,24.8657,25.6146,30,25.5894,25.5349,20.5772,24.0647,63.0984,24.8411,420,19.1194,102.489,103.065,7
60,1664397827.5,1848.90000009537,2022-09-28 15:43:47,15:43:47,5,"a_y_140_92","ozzie",1664397825,0.0006649675070781,0.664967507078104,-2.90390992779098,423.158448060677,528.383923098371,48.108161134575,38.5276196243574,0.0396126526193291,2.76491799861949,0.0393000465861234,0.0245904097619863,0.00015962074799999,25.691599424303,25.691599424303,3.3131698687638,54.2217657790681,1.81601087314545,3.34922857463729,1.49715899561835,-29.3250670621444,27.2238230759218,2.09915927671977,-0.0019250887548381,-2.90342962359262,0.667304608576551,-2.90390992779098,428.223168103097,431.774927272727,6.96563194823554e-05,65.1200321087562,0.664967507078104,19.1613452304998,19.9436042424242,-3.8426602262007e-05,128.410237370446,5,1,1,0,48208,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397825,423.158444444444,420.013777777778,19.9457,19.1610555555556,416.491555555556,19.6299555555556,500.095111111111,90.9477777777778,0.0999604888888889,25.8742333333333,24.9966555555556,999.9,0,0,9994.45,0,0.220656,3.14475222222222,431.770555555556,428.218888888889,0.784650111111111,420.013777777778,19.1610555555556,1.81401555555556,1.74265555555556,15.9081,15.2816888888889,0.00100013,0,0,0,725.222222222222,0.00100013,-13.1111111111111,-2,35.9301111111111,40.5692222222222,37.875,41.8748888888889,38.472,0,0,0,1664397813,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.13351926829268,-0.0456564459930309,0.0246523522244088,1,0.79396612195122,-0.0608514146341447,0.00601199656457361,1,2,2,"2/2",2.97434,2.75377,0.091659,0.0923889,0.0914176,0.0898307,35443.5,38644,35355.5,38609.2,45530.1,50741.2,55239.1,61912.9,1.9757,1.8571,0.0400469,0,24.3257,999.9,52.057,29.175,23.2542,60.6411,46.0657,1,-0.130244,-0.0780474,20.1656,5.20306,12.0044,4.9756,3.2933,9999,726.7,9999,9999,1.86291,1.86779,1.86752,1.8687,1.86953,1.86566,1.86673,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.667,0.3157,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1556.9,1556.8,1.02661,2.62817,1.54785,2.2998,1.34644,2.30591,32.3107,15.5505,18,484.929,409.39,24.8152,25.6129,30.0001,25.589,25.5335,20.5775,24.0647,63.0984,24.8235,420,19.1194,102.49,103.065,7
61,1664398171,2192.40000009537,2022-09-28 15:49:31,15:49:31,5,"a_n_0_109","ozzie",1664398168.25,0.00081253253126223,0.81253253126224,-2.85128476635127,422.958803546901,505.372425765114,46.0150303095911,38.5111279774586,0.0484332882822925,2.76641845004166,0.047967099748795,0.030020948454358,0.00015962074799999,25.6692722784326,25.6692722784326,3.30878501180958,53.9778353404338,1.809778653357,3.35281813719071,1.49900635845258,-35.8326846286648,33.2660401246906,2.56361346184014,-0.0028714213860681,-2.8350577021577,0.813884064139786,-2.85128476635127,428.060177238203,431.546660606061,5.13104353146958e-05,65.1056102162979,0.81253253126224,18.919383311039,19.8749642424242,-1.47567083232714e-05,128.580435894276,0,0,1,0,48219,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664398168.25,422.9588,419.9705,19.87638,18.91935,416.2932,19.56383,500.1141,90.95176,0.09996337,25.89232,25.0183,999.9,0,0,10002.87,0,0.220656,2.98824,431.5362,428.0692,0.9570421,419.9705,18.91935,1.807794,1.72075,15.85435,15.08489,0.00100013,0,0,0,677.9,0.00100013,-13.2,-0.7,35.6436,39.5623,37.3749,40.2684,37.8435,0,0,0,1664398156.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.99658775,0.0634686303939922,0.0190838381212349,1,0.9602724,-0.0179023564727971,0.00195591621497445,1,2,2,"2/2",2.97433,2.7538,0.0916401,0.0924132,0.091213,0.0890427,35445.4,38646.5,35356.4,38612.5,45541,50790.1,55239.7,61918.9,1.9948,1.8586,0.0496022,0,24.2071,999.9,51.935,29.034,23.0111,60.3811,45.5689,1,-0.133486,-0.527928,20.1647,5.20426,12.0043,4.97575,3.2932,9999,726.8,9999,9999,1.86287,1.86782,1.86752,1.86874,1.86955,1.86563,1.86672,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3125,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1562.6,1562.5,1.02661,2.62573,1.54785,2.29858,1.34644,2.43164,32.2225,15.5067,18,496.863,409.911,25.4019,25.5653,30,25.5453,25.4911,20.5786,24.0211,62.6604,25.3841,420,18.9721,102.492,103.074,7
62,1664398176,2197.40000009537,2022-09-28 15:49:36,15:49:36,5,"a_n_0_109","ozzie",1664398173.5,0.00081317433833175,0.813174338331756,-2.79124305964213,422.958892344713,503.325293414405,45.8277800116336,38.5104172708023,0.0484722589976561,2.77016144663095,0.0480059482152767,0.0300452398337121,0.00015962074799999,25.6679892474729,25.6679892474729,3.30853318980593,53.9763962562748,1.80958179399849,3.35254281409743,1.49895139580744,-35.8609883204305,33.2955719980585,2.56238797390417,-0.00286872771974344,-2.80548175634976,0.812125688581727,-2.79124305964213,428.110744654831,431.524527272727,-5.65114179633569e-05,65.1056102162979,0.813174338331756,18.9198926768591,19.8760333333333,1.20478891568965e-05,128.580435894276,0,0,1,0,48340,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664398173.5,422.958888888889,420.005,19.8745888888889,18.9195666666667,416.293111111111,19.5620888888889,500.083666666667,90.9503222222222,0.0997017111111111,25.8909333333333,25.0305777777778,999.9,0,0,10025.1444444444,0,0.220656,2.95387444444444,431.535222222222,428.104555555556,0.955019555555556,420.005,18.9195666666667,1.8076,1.72074,15.8526666666667,15.0848,0.00100013,0,0,0,680.166666666667,0.00100013,-18.7222222222222,-0.722222222222222,35.576,39.3677777777778,37.2775555555556,39.9718888888889,37.729,0,0,0,1664398161.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.98509,-0.21204945590995,0.03483091794656,0,0.958700725,-0.0249550581613521,0.00248928959732993,1,1,2,"1/2",2.97432,2.75387,0.0916362,0.0923931,0.0912164,0.0890546,35445.6,38647.4,35356.4,38612.6,45541.1,50789.3,55240,61918.7,1.9948,1.8589,0.0502728,0,24.2051,999.9,51.935,29.054,23.0376,60.1211,45.8213,1,-0.133529,-0.508085,20.1648,5.20052,12.0046,4.9754,3.29338,9999,726.8,9999,9999,1.86287,1.86777,1.86752,1.86873,1.86954,1.86563,1.86671,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3126,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1562.7,1562.6,1.02783,2.63062,1.54785,2.29858,1.34644,2.28638,32.2225,15.4892,18,496.854,410.071,25.3808,25.5633,29.9999,25.5444,25.4901,20.5813,24.0211,62.6604,25.3555,420,18.9721,102.492,103.074,7
63,1664398181,2202.40000009537,2022-09-28 15:49:41,15:49:41,5,"a_n_0_109","ozzie",1664398178.2,0.00080997714691544,0.809977146915445,-2.81043437194976,422.934203505679,504.272949710052,45.9144365893099,38.5084817249809,0.0482948094566472,2.76421542609369,0.0478309035662843,0.0299356233442681,0.00015962074799999,25.6670288094212,25.6670288094212,3.30834469445101,53.9876740833045,1.80981054356429,3.35226618722581,1.49853415088672,-35.7199921789711,33.1595926755691,2.55738230854732,-0.00285757410673426,-2.80690454596436,0.810370313784882,-2.81043437194976,428.080158282706,431.516872727273,3.26829043620698e-05,65.1056102162979,0.809977146915445,18.9247792900601,19.8772133333333,2.48401934179674e-06,128.580435894276,0,0,1,0,48149,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664398178.2,422.9342,419.9778,19.87694,18.92402,416.2685,19.56433,500.1024,90.95059,0.10017252,25.88954,25.02357,999.9,0,0,9989.995,0,0.220656,2.956392,431.5112,428.0787,0.9529197,419.9778,18.92402,1.807817,1.72115,15.85457,15.08851,0.00100013,0,0,0,683.1,0.00100013,-18.1,-1.8,35.5186,39.2061,37.1871,39.7185,37.656,0,0,0,1664398166.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.976025,-0.193433020637909,0.0351649510166017,0,0.95664755,-0.0275488030018743,0.00270214396313372,1,1,2,"1/2",2.97443,2.75388,0.0916381,0.0924035,0.0912202,0.0890642,35445,38647.2,35355.9,38612.8,45540.3,50789.2,55239.2,61919.2,1.99478,1.85885,0.049267,0,24.202,999.9,51.935,29.034,23.0117,60.2511,45.8053,1,-0.133946,-0.48311,20.1647,5.20037,12.0044,4.9758,3.29353,9999,726.8,9999,9999,1.8629,1.86777,1.86752,1.86872,1.86954,1.86563,1.86672,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3126,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1562.8,1562.7,1.02661,2.62085,1.54785,2.29858,1.34644,2.4231,32.2225,15.498,18,496.832,410.043,25.3523,25.5631,30.0001,25.5437,25.4901,20.5815,24.0211,62.6604,25.3301,420,18.9721,102.491,103.075,7
64,1664398186,2207.40000009537,2022-09-28 15:49:46,15:49:46,5,"a_n_0_109","ozzie",1664398183.5,0.00081230895999074,0.812308959990749,-2.78444367934471,422.942670137683,503.140805922448,45.8120561738694,38.5098428404163,0.0484474399473946,2.76488090089834,0.0479807236573773,0.0300295100768504,0.00015962074799999,25.6654979377384,25.6654979377384,3.30804426531401,53.9922435330975,1.80986296735082,3.35207957461772,1.49818129796319,-35.822825135592,33.2556512129741,2.56414155307138,-0.00287274879858046,-2.80524234035346,0.811926933445612,-2.78444367934471,428.091965604852,431.497551515152,-0.00011867104626202,65.1056102162979,0.812308959990749,18.9217587309408,19.8769557575758,-1.51239115634679e-06,128.580435894276,0,0,1,0,48162,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664398183.5,422.942666666667,419.989111111111,19.8772111111111,18.9224777777778,416.277111111111,19.5645888888889,500.111222222222,90.9521555555556,0.100002477777778,25.8886,25.0059888888889,999.9,0,0,9993.75,0,0.220656,2.95352777777778,431.52,428.089555555556,0.954719222222222,419.989111111111,18.9224777777778,1.80787333333333,1.72104,15.8550444444444,15.0875,0.00100013,0,0,0,671.611111111111,0.00100013,-9.22222222222222,-1.05555555555556,35.465,39.0553333333333,37.076,39.4718888888889,37.5691111111111,0,0,0,1664398171.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.96434975,-0.168083414634152,0.0343816125630765,0,0.95495125,-0.0155437373358384,0.00187785755250498,1,1,2,"1/2",2.97445,2.75392,0.0916352,0.0924008,0.0912209,0.0890478,35444.9,38646.9,35355.7,38612.4,45540,50789.5,55238.9,61918.4,1.99495,1.85853,0.0490248,0,24.2,999.9,51.959,29.034,23.0218,60.7711,45.3886,1,-0.133656,-0.496108,20.1648,5.20007,12.0043,4.97575,3.29323,9999,726.8,9999,9999,1.86287,1.8678,1.86752,1.86874,1.86954,1.8656,1.86674,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.665,0.3126,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1562.9,1562.8,1.02783,2.62695,1.54785,2.29858,1.34644,2.3999,32.2225,15.498,18,496.932,409.846,25.3253,25.5612,30.0001,25.5422,25.488,20.5815,24.0211,62.6604,25.323,420,18.9721,102.49,103.073,7
65,1664398191,2212.40000009537,2022-09-28 15:49:51,15:49:51,5,"a_n_0_109","ozzie",1664398188.2,0.0008136430877558,0.813643087755805,-2.80262154521556,422.943903485619,503.559990922049,45.8498090433349,38.5096067210394,0.0485453601056209,2.76291328227249,0.048076434899798,0.0300895252749215,0.00015962074799999,25.6619933021258,25.6619933021258,3.30735658044785,53.9972113270144,1.80970900395397,3.35148604803705,1.49764757649389,-35.881660170031,33.3086420615693,2.56997253140182,-0.0028859563118857,-2.78183249700806,0.813806472934096,-2.80262154521556,428.115812770405,431.542503030303,0.0001110903879358,65.1056102162979,0.813643087755805,18.9183578085302,19.8751563636364,-5.33156704665622e-06,128.580435894276,0,0,1,0,48329,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664398188.2,422.9439,420.0194,19.8757,18.91876,416.2785,19.56314,500.1138,90.95126,0.10007424,25.88561,25.00621,999.9,0,0,9982.24,0,0.220656,2.92465,431.5207,428.1187,0.9569331,420.0194,18.91876,1.807719,1.720685,15.8537,15.0843,0.00100013,0,0,0,686.6,0.00100013,-14.4,-1.75,35.3936,38.9123,37.0123,39.2498,37.4811,0,0,0,1664398176.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.946718,-0.0269389868667918,0.0230134108945198,1,0.95486435,0.00499472420262726,0.00176416173507419,1,2,2,"2/2",2.97437,2.75375,0.0916397,0.092412,0.0912108,0.0890412,35444.9,38646.8,35355.9,38612.8,45540.8,50790.4,55239.3,61919.1,1.99492,1.85855,0.0496022,0,24.1991,999.9,51.935,29.034,23.012,60.3011,46.0777,1,-0.134032,-0.540586,20.1645,5.19947,12.004,4.9757,3.29335,9999,726.8,9999,9999,1.8629,1.86778,1.86752,1.86873,1.86953,1.86562,1.86673,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3124,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1563,1562.8,1.02661,2.63062,1.54785,2.29858,1.34644,2.24976,32.2005,15.4892,18,496.916,409.86,25.3147,25.561,30,25.5422,25.488,20.5792,24.0211,62.6604,25.3173,420,18.9721,102.491,103.074,7
66,1664398196,2217.40000009537,2022-09-28 15:49:56,15:49:56,5,"a_n_0_109","ozzie",1664398193.5,0.00081226489542922,0.812264895429227,-2.79419329337043,422.956559031264,503.432954531108,45.8381586819656,38.5106888493435,0.0484730803864582,2.76783068910919,0.0480063652733578,0.0300455361807907,0.00015962074799999,25.658740767565,25.658740767565,3.30671847496241,54.001388322221,1.80942041256125,3.35069239658176,1.49729806240116,-35.8208818884289,33.2565540050542,2.56130161074672,-0.00286665187992696,-2.79486496702872,0.812660595646246,-2.79419329337043,428.117321769688,431.53443030303,2.51901637284601e-06,65.1056102162979,0.812264895429227,18.9164934376865,19.8717751515151,-9.64405374833475e-06,128.580435894276,0,0,1,0,48181,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664398193.5,422.956555555555,420.015666666667,19.8725666666667,18.9169111111111,416.291,19.5601666666667,500.082444444444,90.9513555555556,0.0998127666666667,25.8816111111111,25.0188222222222,999.9,0,0,10011.2555555556,0,0.220656,2.94099333333333,431.532333333333,428.114222222222,0.955668222222222,420.015666666667,18.9169111111111,1.80743666666667,1.72051888888889,15.8512666666667,15.0828222222222,0.00100013,0,0,0,678.055555555556,0.00100013,-23.3888888888889,-2,35.326,38.7705555555556,36.9163333333333,39.0345555555555,37.4025555555556,0,0,0,1664398181.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.94307175,-0.164474183864916,0.0254761145867556,0,0.95493595,0.0130121651031878,0.00177891766181012,1,1,2,"1/2",2.97441,2.75387,0.091643,0.092406,0.0912069,0.0890363,35444.9,38647.3,35356,38613,45541.1,50790.7,55239.4,61919.2,1.995,1.8585,0.0497885,0,24.198,999.9,51.959,29.034,23.0216,60.6411,45.3966,1,-0.133948,-0.543363,20.1647,5.19932,12.0046,4.97575,3.2933,9999,726.8,9999,9999,1.86287,1.86779,1.86752,1.86874,1.86952,1.86562,1.86672,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3124,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1563,1562.9,1.02661,2.62085,1.54785,2.29858,1.34644,2.43164,32.2225,15.498,18,496.945,409.828,25.3109,25.559,30.0001,25.5401,25.4874,20.5801,24.0211,62.6604,25.2998,420,18.9721,102.491,103.075,7
67,1664398201,2222.40000009537,2022-09-28 15:50:01,15:50:01,5,"a_n_0_109","ozzie",1664398198.2,0.00081321547740033,0.813215477400339,-2.78306169280556,422.951303463397,502.91461288785,45.7917262164186,38.5108521302646,0.048556044729738,2.76489029280631,0.0480872461139617,0.0300962711966305,0.00015962074799999,25.6544779342765,25.6544779342765,3.30588232469435,54.0104781524567,1.80931975578482,3.34994211804163,1.49656256890953,-35.8628025533549,33.2930298851061,2.56673406596025,-0.00287898154056165,-2.78587217707803,0.813342662882009,-2.78306169280556,428.141329869762,431.544424242424,7.08531382575098e-05,65.1056102162979,0.813215477400339,18.9144872137067,19.8708133333333,-3.7605489076225e-06,128.580435894276,0,0,1,0,48244,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664398198.2,422.9513,420.0216,19.87113,18.91469,416.2857,19.55882,500.0924,90.95266,0.10002577,25.87783,25.01081,999.9,0,0,9993.75,0,0.220656,2.929656,431.5262,428.1193,0.9564455,420.0216,18.91469,1.807333,1.720342,15.85037,15.08122,0.00100013,0,0,0,679.1,0.00100013,-21.05,-1.3,35.281,38.6497,36.8435,38.8435,37.3121,0,0,0,1664398186.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.93404825,-0.0843443527204504,0.0235104794599664,1,0.95569815,0.00927606754221221,0.00154851400623307,1,2,2,"2/2",2.97454,2.75389,0.0916432,0.0923984,0.0912005,0.0890326,35445.2,38647.5,35356.3,38612.9,45541.6,50790.7,55239.7,61918.9,1.99498,1.85853,0.0494905,0,24.1971,999.9,51.935,29.034,23.0122,60.7711,45.645,1,-0.133933,-0.508472,20.1648,5.19932,12.0044,4.97575,3.29345,9999,726.8,9999,9999,1.86291,1.8678,1.86752,1.86874,1.86953,1.86565,1.86672,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3123,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1563.1,1563,1.02661,2.63062,1.54785,2.29858,1.34644,2.36328,32.2005,15.4892,18,496.929,409.83,25.2993,25.559,30.0001,25.5401,25.4859,20.5807,24.0211,62.6604,25.2882,420,18.9721,102.492,103.074,7
68,1664398206,2227.40000009537,2022-09-28 15:50:06,15:50:06,5,"a_n_0_109","ozzie",1664398203.5,0.00081209481216141,0.812094812161415,-2.6878432996941,422.935669993052,499.870695768133,45.5138203739362,38.5087949278848,0.0485065723801689,2.76813650677493,0.0480392665502403,0.0300661518633197,0.00015962074799999,25.6508090100076,25.6508090100076,3.30516281695474,54.0200449353819,1.80918810443475,3.34910514531944,1.49597471251999,-35.8133812163184,33.2500443085094,2.5603125434048,-0.00286474365623945,-2.80049078329175,0.811846847636137,-2.6878432996941,428.08681653274,431.470624242424,-0.0203310266492501,65.1056102162979,0.812094812161415,18.9147777846111,19.8697690909091,-2.307292021428e-06,128.580435894276,0,0,1,0,48419,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664398203.5,422.935666666667,419.987666666667,19.8700111111111,18.9153333333333,416.270333333333,19.5577222222222,500.094666666667,90.9513666666667,0.0998206888888889,25.8736111111111,25.0126,999.9,0,0,10013.0611111111,0,0.220656,2.94803888888889,431.509888888889,428.085111111111,0.954664111111111,419.987666666667,18.9153333333333,1.80720222222222,1.72037666666667,15.8492333333333,15.0815111111111,0.00100013,0,0,0,677.055555555556,0.00100013,-9.44444444444444,0,35.1732222222222,38.5065555555556,36.7637777777778,38.6315555555556,37.215,0,0,0,1664398191.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.93761825,0.0818022889305773,0.0304934618309811,1,0.95618455,-0.00452895309568821,0.00072332139986315,1,2,2,"2/2",2.97445,2.75387,0.0916308,0.0924023,0.0911983,0.0890642,35445.1,38647.4,35355.7,38612.9,45541.4,50788.9,55239.2,61918.9,1.99498,1.85853,0.0493042,0,24.1971,999.9,51.959,29.024,23.0063,60.1511,45.8934,1,-0.133994,-0.51152,20.1649,5.19932,12.0046,4.97575,3.29348,9999,726.8,9999,9999,1.86291,1.86783,1.86752,1.86874,1.86953,1.86561,1.8667,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3122,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1563.2,1563.1,1.02661,2.62573,1.54785,2.29858,1.34644,2.36694,32.2005,15.498,18,496.923,409.83,25.2852,25.5569,30,25.5394,25.4859,20.5796,23.7453,62.6604,25.276,420,18.9721,102.49,103.074,7
