"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","CO2_hrs","AccH2O_des","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
11,1664396028.6,50,2022-09-28 15:13:48,15:13:48,5,"a_n_105_122","ozzie",1664396025.8,0.00048718708331142,0.487187083311428,-2.83690328046389,423.118903527655,567.051721408236,51.6499162514001,38.5397929439568,0.028998505485889,2.76519296748611,0.0288306134776809,0.0180341366848382,0.00015962074799999,25.5650993977294,25.5650993977294,3.28839330157301,54.0679968858881,1.79214144995864,3.31460670485167,1.49625185161437,-21.484950374034,19.9480942961876,1.5356641556688,-0.00103230142952881,-2.84066992248404,0.478320796709235,-2.83690328046389,428.109912059317,431.594072727273,-0.00301186658810485,65.0895881611186,0.487187083311428,19.1121163141842,19.6824684848485,0.00027968882134924,128.497435448459,0,0,1,0,48290,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396025.8,423.1189,419.9537,19.67548,19.11292,416.4521,19.37205,500.1169,90.98485,0.100168,25.69891,24.99392,999.9,0,0,9992,0,0.220656,3.165162,431.611,428.1366,0.5625627,419.9537,19.11292,1.790171,1.738988,15.70123,15.24888,0.00100013,0,0,0,880.1,0.00100013,-26.1,-2.5,34.812,38.0998,36.3624,37.8872,36.8184,0,0,0,1664396014.2,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.160723,-0.0779248030018846,0.0690250613617982,1,0.540305775,0.138058322701688,0.0134753422266143,0,1,2,"1/2",2.97362,2.75388,0.0915248,0.0922595,0.0904752,0.0895566,35423.1,38594.2,35333.5,38557.7,45556.8,50688.4,55212.4,61830,1.98293,1.84625,0.0475869,0,24.2097,999.9,50.494,29.839,23.4253,60.901,45.6971,1,-0.0785112,-0.529888,20.166,5.20052,12.0076,4.97565,3.29363,9999,726.2,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86953,1.86567,1.86671,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3038,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1526.9,1526.8,1.01562,2.61475,1.54785,2.2998,1.34644,2.35229,33.2663,15.8482,18,495.703,408.374,24.9181,26.2342,30,26.2663,26.2157,20.3495,25.5543,61.3389,24.8917,420,19.1336,102.435,102.927,7
12,1664396033.6,55,2022-09-28 15:13:53,15:13:53,5,"a_n_105_122","ozzie",1664396031.1,0.00049286977387719,0.492869773877193,-2.83223588736814,423.105225740227,565.085071852057,51.4702722001349,38.5381639383502,0.0293197871652358,2.76548809466037,0.0291481843947291,0.0182329492107505,0.00015962074799999,25.5749875502828,25.5749875502828,3.29032416747975,54.0618021809539,1.79315166785924,3.31685514636982,1.49717249962051,-21.7355570279842,20.1807646306732,1.55357640185436,-0.00105637470868558,-2.81514623286017,0.491409101126571,-2.83223588736814,428.164735775486,431.621157575758,0.00164659331251305,65.0895881611186,0.492869773877193,19.1084485808205,19.6876806060606,4.92308929755629e-05,128.497435448459,0,0,1,0,48334,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396031.1,423.105222222222,419.977111111111,19.6867666666667,19.1087888888889,416.438555555556,19.3828111111111,500.09,90.9841444444444,0.0999679555555556,25.7103444444444,24.9945111111111,999.9,0,0,9993.81888888889,0,0.220656,3.12802111111111,431.602111111111,428.158888888889,0.577981333333333,419.977111111111,19.1087888888889,1.79118222222222,1.73859666666667,15.7100777777778,15.2453888888889,0.00100013,0,0,0,878.111111111111,0.00100013,-20.7777777777778,-2.44444444444444,34.812,38.2427777777778,36.437,38.0413333333333,36.9163333333333,0,0,0,1664396019,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.15688875,-0.310213621013135,0.0626004415394772,0,0.5534338,0.161012015009381,0.0157699043960323,0,0,2,"0/2",2.97366,2.75383,0.0915269,0.0922621,0.0904876,0.0895488,35422.9,38594.1,35333.3,38557.7,45555.9,50688.8,55212.1,61830,1.98318,1.84643,0.0483692,0,24.2093,999.9,50.494,29.839,23.4271,60.581,45.5809,1,-0.0786839,-0.334725,20.1668,5.20082,12.0076,4.9757,3.29375,9999,726.2,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86955,1.86566,1.86674,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.667,0.3039,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1527,1526.9,1.01562,2.61108,1.54785,2.2998,1.34644,2.44141,33.2887,15.8569,18,495.837,408.448,24.9283,26.2315,29.9999,26.263,26.2124,20.3514,25.5543,61.3389,24.8958,420,19.1336,102.434,102.927,7
13,1664396449.6,471,2022-09-28 15:20:49,15:20:49,5,"a_n_350_138","ozzie",1664396446.6,0.00056574576754603,0.565745767546035,-3.66397882503969,424.113731807525,585.494959247954,53.3216441096118,38.6244853388449,0.0336885810862984,2.76769875393574,0.0334624214911671,0.0209342062686045,0.00015962074799999,25.5918847094942,25.5918847094942,3.29362597904742,54.0576468797369,1.79692962551869,3.32409886341585,1.49669635352874,-24.9493883487801,23.1654370213942,1.78240169826447,-0.00139000837350877,-3.70650341241784,0.569087519183743,-3.66397882503969,428.125545838938,432.624751515152,-0.00375046613388288,65.0781164766528,0.565745767546035,19.0604096096635,19.7261084848485,-3.45838474678747e-05,128.661956657756,0,0,1,0,48438,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396446.6,424.113727272727,419.956363636364,19.7310727272727,19.0617727272727,417.440818181818,19.4251090909091,500.097545454545,90.9711727272727,0.0998830818181818,25.7471363636364,25.0250363636364,999.9,0,0,10008.2954545455,0,0.221533636363636,4.15738363636364,432.650454545455,428.117090909091,0.669300363636364,419.956363636364,19.0617727272727,1.79495818181818,1.73407181818182,15.7429727272727,15.2048454545455,0.00100013,0,0,0,851.363636363636,0.00100013,-13.6818181818182,-0.227272727272727,35.3063636363636,39.8463636363636,37.2442727272727,40.4088181818182,37.7950909090909,0,0,0,1664396435.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.1416256097561,-0.0252165156794413,0.038411440753059,1,0.679649975609756,-0.0820149407665494,0.00817854779729113,1,2,2,"2/2",2.97395,2.75401,0.0917288,0.0922928,0.0906445,0.0894212,35423.5,38610.8,35340.6,38574.5,45555,50718.2,55221,61857.1,1.98472,1.849,0.0486635,0,24.2256,999.9,50.372,29.719,23.2109,60.591,45.3646,1,-0.0957088,-0.0580283,20.1674,5.19977,12.0077,4.97565,3.29373,9999,726.4,9999,9999,1.86295,1.86783,1.86752,1.86873,1.86952,1.86566,1.86671,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.673,0.3057,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1533.9,1533.8,1.02173,2.61719,1.54785,2.29858,1.34644,2.43042,32.976,15.7869,18,494.863,408.273,24.814,26.0327,29.9999,26.0442,25.9928,20.4608,25.1331,60.9654,24.7785,420,19.0077,102.453,102.972,7
14,1664396454.6,476,2022-09-28 15:20:54,15:20:54,5,"a_n_350_138","ozzie",1664396452.1,0.00056238942815302,0.562389428153025,-3.67777573037945,424.076560109806,587.313079283339,53.4865164805096,38.6205904847017,0.0334518884629355,2.77103274125114,0.0332291506827439,0.020788107508608,0.00015962074799999,25.5947642392436,25.5947642392436,3.29418894590436,54.0222782007899,1.79594407098102,3.32445082065191,1.49824487492334,-24.8013737815484,23.0299566205872,1.76988702697135,-0.00137051324185222,-3.66281497287636,0.564328323813412,-3.67777573037945,428.11529366026,432.61356969697,-3.18795706486468e-05,65.0781164766528,0.562389428153025,19.0561850806437,19.7178327272727,-2.4013073920448e-05,128.661956657756,0,0,1,0,48317,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396452.1,424.076555555556,419.969222222222,19.7205111111111,19.0568111111111,417.403888888889,19.4150111111111,500.105,90.9700444444444,0.0998097222222222,25.7489222222222,25.0231333333333,999.9,0,0,10028.1222222222,0,0.230309777777778,4.10727333333333,432.607888888889,428.128,0.663685333333333,419.969222222222,19.0568111111111,1.79397444444444,1.73360111111111,15.7343888888889,15.2005888888889,0.00100013,0,0,0,861.333333333333,0.00100013,-21.8333333333333,-1.88888888888889,35.312,39.9163333333333,37.25,40.5344444444444,37.812,0,0,0,1664396440.2,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.1339725,0.00558754221388284,0.0402341792354461,1,0.673480475,-0.0739426153846179,0.00717097259089553,1,2,2,"2/2",2.97399,2.75383,0.0917227,0.0923058,0.0906169,0.0894069,35423.7,38610.1,35340.6,38574.3,45556.5,50718.8,55221,61856.9,1.9845,1.8493,0.0483766,0,24.2262,999.9,50.372,29.729,23.2268,60.571,45.4647,1,-0.0958155,-0.0709641,20.1673,5.19932,12.0079,4.9758,3.2935,9999,726.4,9999,9999,1.86295,1.86783,1.86752,1.86873,1.86952,1.86565,1.86672,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.673,0.3053,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1534,1533.9,1.02051,2.61475,1.54785,2.29858,1.34644,2.33887,32.976,15.7781,18,494.697,408.424,24.7774,26.0305,29.9998,26.042,25.9906,20.4597,25.1331,60.9654,24.7552,420,19.0083,102.453,102.971,7
15,1664396459.6,481,2022-09-28 15:20:59,15:20:59,5,"a_n_350_138","ozzie",1664396456.8,0.00055921133146361,0.559211331463611,-3.70522738940502,424.085004614314,589.713701381199,53.7044851254521,38.6208880154786,0.0332438241872084,2.76396885993196,0.033023280537625,0.0206592431993417,0.00015962074799999,25.5957895252897,25.5957895252897,3.29438941631027,54.0024260107516,1.79533920405242,3.32455287044877,1.49905021225785,-24.6612197175452,22.8956245890877,1.76407399716971,-0.00136151053980526,-3.65913263633689,0.561291502301774,-3.70522738940502,428.124511065549,432.647090909091,0.00192206514151471,65.0781164766528,0.559211331463611,19.0534413165059,19.7113290909091,-2.04310865378414e-05,128.661956657756,0,0,1,0,48244,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396456.8,424.085,419.9805,19.71411,19.05397,417.4123,19.40893,500.0995,90.96867,0.10007234,25.74944,25.01482,999.9,0,0,9986.555,0,0.2230005,4.104694,432.6136,428.1381,0.6601444,419.9805,19.05397,1.793365,1.733314,15.72907,15.19803,0.00100013,0,0,0,854.75,0.00100013,-12.05,-0.75,35.3498,39.9748,37.2872,40.5998,37.8498,0,0,0,1664396445,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.11850375,-0.0525353470919432,0.0460628347308055,1,0.667826175,-0.0601331144465296,0.00581869865127719,1,2,2,"2/2",2.97401,2.75385,0.0917335,0.0922961,0.0905963,0.0893953,35424,38610.7,35341.3,38574.6,45558.1,50719.8,55221.8,61857.2,1.98455,1.84915,0.0481047,0,24.2287,999.9,50.372,29.729,23.2275,60.551,46.0056,1,-0.0961026,-0.0832571,20.1672,5.19962,12.0065,4.9757,3.2934,9999,726.4,9999,9999,1.86295,1.86783,1.86752,1.86873,1.86952,1.86565,1.8667,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.673,0.3051,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1534.1,1534,1.02173,2.62451,1.54785,2.29858,1.34644,2.29736,32.9537,15.7694,18,494.709,408.325,24.7504,26.0283,29.9998,26.0399,25.9885,20.4616,25.1331,60.9654,24.7406,420,19.012,102.454,102.972,7
16,1664396464.6,486,2022-09-28 15:21:04,15:21:04,5,"a_n_350_138","ozzie",1664396462.1,0.00055677035789293,0.556770357892939,-3.67868838809943,424.114782352614,589.378582304886,53.67408968423,38.6236886576006,0.0330707443092642,2.76354488080901,0.0328524497654342,0.0205522737429439,0.00015962074799999,25.5990876091253,25.5990876091253,3.29503435078312,53.976636161598,1.7947636282409,3.32507498775516,1.50027072254221,-24.5535727830786,22.7953901066882,1.7566730000457,-0.00135005559667789,-3.70210883932882,0.558794635217591,-3.67868838809943,428.108614160991,432.614133333333,-0.00130879878776483,65.0781164766528,0.556770357892939,19.0503150119129,19.705323030303,-1.86973894395561e-05,128.661956657756,0,0,1,0,48324,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396462.1,424.114777777778,419.957444444444,19.7077444444444,19.0505333333333,417.441888888889,19.4028555555556,500.096888888889,90.9689111111111,0.100040655555556,25.7520888888889,25.0177444444444,999.9,0,0,9984.02777777778,0,0.220656,4.15748777777778,432.641111111111,428.113,0.657221555555556,419.957444444444,19.0505333333333,1.79279333333333,1.73300666666667,15.7240777777778,15.1952777777778,0.00100013,0,0,0,862.277777777778,0.00100013,-19,-2.16666666666667,35.375,40.0275555555556,37.312,40.701,37.875,0,0,0,1664396450.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.13450725,-0.0646652532833155,0.0401025045344739,1,0.66341055,-0.0486617560975606,0.00474445318740738,1,2,2,"2/2",2.97389,2.75372,0.0917303,0.0922983,0.0905805,0.0893904,35424.2,38610.8,35341.4,38574.8,45559.2,50720.3,55222.1,61857.6,1.98468,1.8491,0.0475571,0,24.2313,999.9,50.372,29.719,23.2107,60.741,45.3526,1,-0.0961433,-0.112372,20.1673,5.19932,12.0058,4.9757,3.29363,9999,726.4,9999,9999,1.86294,1.86783,1.86752,1.86873,1.86955,1.86566,1.86671,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.673,0.3047,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1534.2,1534.1,1.02051,2.61353,1.54785,2.29736,1.34644,2.37671,32.9537,15.7781,18,494.776,408.285,24.7331,26.0266,30.0001,26.0382,25.9868,20.4625,25.1331,60.9654,24.7227,420,19.0118,102.455,102.972,7
17,1664396469.6,491,2022-09-28 15:21:09,15:21:09,5,"a_n_350_138","ozzie",1664396466.8,0.0005557155474233,0.555715547423305,-3.67744571248861,424.089604558719,589.609947137898,53.69607815061,38.6220562590346,0.0330114894919773,2.76684358314184,0.0327942312194515,0.0205157949707437,0.00015962074799999,25.5958172219804,25.5958172219804,3.29439483189006,53.9737835606322,1.79427208414561,3.32434001431452,1.50012274774445,-24.5070556413678,22.7542068954083,1.75134718109511,-0.00134194411637622,-3.66525647420136,0.556547964631312,-3.67744571248861,428.131796404979,432.62703030303,0.00051016247983596,65.0781164766528,0.555715547423305,19.0466952400837,19.70038,-1.09031470881716e-05,128.661956657756,0,0,1,0,48385,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396466.8,424.0896,419.9754,19.70201,19.04745,417.4169,19.39736,500.1065,90.97054,0.09996926,25.74836,25.01988,999.9,0,0,10003.315,0,0.220656,4.114264,432.613,428.1301,0.6545675,419.9754,19.04745,1.792302,1.732755,15.71982,15.19303,0.00100013,0,0,0,853.65,0.00100013,-9.55,-0.8,35.375,40.0746,37.3687,40.7872,37.9122,0,0,0,1664396455.2,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.12322,0.0339566228892992,0.0364204697251422,1,0.659648325,-0.0388488517823645,0.0037823535159177,1,2,2,"2/2",2.97409,2.7539,0.0917319,0.092302,0.0905655,0.0893807,35424.2,38610.8,35341.5,38574.8,45560,50720.9,55222.1,61857.7,1.98485,1.84912,0.0480786,0,24.2328,999.9,50.372,29.729,23.2255,60.451,45.8013,1,-0.0962373,-0.0985212,20.1675,5.19947,12.0061,4.97575,3.29355,9999,726.4,9999,9999,1.86294,1.86783,1.86752,1.86869,1.86954,1.86566,1.86671,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.673,0.3046,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1534.3,1534.1,1.02173,2.61963,1.54785,2.29736,1.34644,2.41455,32.9537,15.7781,18,494.87,408.283,24.7191,26.025,30,26.036,25.9847,20.4644,25.1331,60.9654,24.7029,420,19.0118,102.455,102.973,7
18,1664396474.6,496,2022-09-28 15:21:14,15:21:14,5,"a_n_350_138","ozzie",1664396472.1,0.00055370731828735,0.553707318287351,-3.65540726545536,424.098337884821,589.37651384204,53.6748784453578,38.6228941945028,0.0328550831585502,2.76467907360497,0.0326397041777997,0.0204190482183094,0.00015962074799999,25.6022097621365,25.6022097621365,3.29564498391931,53.9427272829691,1.793872441189,3.32551306087811,1.50177254273032,-24.4184927364722,22.6706114905144,1.74638738202709,-0.00133424318264019,-3.65803074634634,0.554666779248036,-3.65540726545536,428.139374629749,432.611533333333,-0.00031483133770252,65.0781164766528,0.553707318287351,19.0448770093077,19.6962072727273,-1.20324589099176e-05,128.661956657756,0,0,1,0,48233,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396472.1,424.098333333333,419.991888888889,19.6976,19.0452555555556,417.425444444444,19.3931555555556,500.111111111111,90.9704444444444,0.100165233333333,25.7543111111111,25.0218555555556,999.9,0,0,9990.55,0,0.220656,4.10631888888889,432.619888888889,428.146,0.652329777777778,419.991888888889,19.0452555555556,1.7919,1.73255444444444,15.7163,15.1912222222222,0.00100013,0,0,0,863.222222222222,0.00100013,-16.8888888888889,-0.777777777777778,35.4301111111111,40.125,37.3887777777778,40.8817777777778,37.937,0,0,0,1664396460,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.11953675,0.0589394746716653,0.033170018117835,1,0.6566615,-0.0323715647279547,0.00315267885297566,1,2,2,"2/2",2.97398,2.75383,0.0917335,0.0923042,0.0905565,0.0893771,35424.2,38610.9,35341.5,38575,45560.5,50721.2,55222.2,61857.8,1.98485,1.84907,0.0483543,0,24.2353,999.9,50.372,29.719,23.2125,60.941,45.2684,1,-0.0963542,-0.0862636,20.1676,5.19947,12.0062,4.9757,3.2936,9999,726.4,9999,9999,1.86292,1.86783,1.86752,1.86873,1.86955,1.86564,1.86671,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.673,0.3044,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1534.3,1534.2,1.02173,2.6123,1.54785,2.29858,1.34644,2.38281,32.9537,15.7781,18,494.85,408.239,24.7002,26.0228,29.9999,26.0338,25.9825,20.466,25.1331,60.9654,24.681,420,19.0118,102.455,102.973,7
19,1664396479.6,501,2022-09-28 15:21:19,15:21:19,5,"a_n_350_138","ozzie",1664396476.8,0.00055430263892907,0.554302638929078,-3.66776292053418,424.105604554292,589.877334035903,53.719999539032,38.6232044640161,0.0328727788586548,2.76793925671661,0.0326574207896909,0.0204301193079189,0.00015962074799999,25.6056720162922,25.6056720162922,3.29632224989841,53.9285756582173,1.79376959897915,3.32619502200004,1.50255265091926,-24.4447463767724,22.6968430962675,1.74640944470403,-0.00133421505287145,-3.67636946470719,0.554849679200491,-3.66776292053418,428.118027162966,432.60646060606,-0.00050275349317059,65.0781164766528,0.554302638929078,19.0438355393228,19.6958333333333,-4.31784119365318e-06,128.661956657756,0,0,1,0,48273,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396476.8,424.1056,419.977,19.69665,19.04405,417.4326,19.39226,500.0806,90.97,0.09978085,25.75777,25.03518,999.9,0,0,10009.845,0,0.220656,4.128394,432.6268,428.1305,0.6525941,419.977,19.04405,1.791805,1.732439,15.71547,15.19017,0.00100013,0,0,0,864.2,0.00100013,-20.75,-1.3,35.437,40.1622,37.437,40.9622,37.9874,0,0,0,1664396465.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.1274415,-0.10799482176361,0.0250039721394422,0,0.65425165,-0.0195315422138834,0.00212444419260661,1,1,2,"1/2",2.97405,2.7539,0.0917256,0.0923036,0.0905489,0.0893656,35424.3,38611.3,35341.3,38575.4,45560.9,50722.6,55222.1,61858.6,1.98495,1.8492,0.0490732,0,24.2379,999.9,50.372,29.719,23.2125,60.621,45.8854,1,-0.0966895,-0.0554412,20.1676,5.20037,12.0071,4.97565,3.29353,9999,726.4,9999,9999,1.86295,1.86783,1.86752,1.86873,1.86955,1.86567,1.86671,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.673,0.3043,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1534.4,1534.3,1.02173,2.62573,1.54785,2.2998,1.34644,2.30591,32.9537,15.7694,18,494.895,408.296,24.6798,26.0211,29.9998,26.0317,25.9808,20.4646,25.1331,60.9654,24.6457,420,19.0118,102.455,102.974,7
20,1664396484.6,506,2022-09-28 15:21:24,15:21:24,5,"a_n_350_138","ozzie",1664396482.1,0.00055080008717052,0.550800087170528,-3.68766060363123,424.110337919903,592.032219578621,53.9161233403485,38.6235487411167,0.0326526696645281,2.76702962496567,0.0324401065004923,0.0202940490265188,0.00015962074799999,25.6062613838471,25.6062613838471,3.29643755065388,53.9178587504402,1.79337852257968,3.32613082963916,1.5030590280742,-24.2902838442203,22.5528995384931,1.73590647338093,-0.00131821159825307,-3.66894406174706,0.552402479003453,-3.68766060363123,428.143443028766,432.650854545455,0.00058520352871032,65.0781164766528,0.550800087170528,19.0429917532717,19.6909139393939,-1.12377627690672e-05,128.661956657756,0,0,1,0,48219,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396482.1,424.110333333333,419.989555555556,19.6924,19.0427,417.437444444444,19.3881888888889,500.099444444444,90.9696222222222,0.0999539888888889,25.7574444444444,25.0484444444444,999.9,0,0,10004.5144444444,0,0.334661777777778,4.12079555555556,432.629888888889,428.142666666667,0.649696777777778,419.989555555556,19.0427,1.79140888888889,1.73230777777778,15.7120333333333,15.189,0.00100013,0,0,0,861.611111111111,0.00100013,-21.0555555555556,-3.61111111111111,35.479,40.215,37.437,41.0413333333333,38,0,0,0,1664396470.2,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.116726,-0.00573298311445169,0.0210010573305251,1,0.6528232,-0.0156907542213893,0.00178538517132858,1,2,2,"2/2",2.97372,2.75394,0.091736,0.0923006,0.0905366,0.0893722,35423.9,38611.5,35341.3,38575.5,45561.1,50722.3,55221.7,61858.7,1.98495,1.84903,0.0493713,0,24.2378,999.9,50.372,29.698,23.1852,60.721,46.0216,1,-0.0967962,0.00968137,20.1674,5.20037,12.0074,4.97565,3.2935,9999,726.4,9999,9999,1.86292,1.86782,1.86752,1.86873,1.86952,1.86563,1.86673,1.86809,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.673,0.3041,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1534.5,1534.4,1.02173,2.61841,1.54785,2.29858,1.34644,2.39746,32.9537,15.7781,18,494.875,408.182,24.6471,26.0195,30,26.0295,25.9786,20.4657,25.1331,60.9654,24.5978,420,19.0118,102.454,102.974,7
