"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","AccCO2_soda","CO2_hrs","AccH2O_des","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
11,1664313374,50,2022-09-27 16:16:14,16:16:14,5,"a_y_280_100","ozzie",1664313371.2,0.00042948719487728,0.429487194877289,-3.30893828229253,423.420004120972,618.61494225767,56.1406853603649,38.4263094904982,0.0253995339490178,2.76129925999134,0.0252704489240733,0.0158055735394624,0.00015962074799999,25.6272668654113,25.6272668654113,3.30054925328149,54.201214107669,1.80151434486806,3.32375275079524,1.49903490841343,-18.9403852940885,17.5831675787099,1.35625350909049,-0.00080458554001339,-3.31361956399654,0.437586677837279,-3.30893828229253,427.931503350737,431.981963636364,-0.00048704390423739,64.9723317447641,0.429487194877289,19.3364482685958,19.8435709090909,-0.00022124448813431,128.467998699946,4,1,1,0,48150,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313371.2,423.42,419.6668,19.85091,19.33634,416.8553,19.46047,500.1071,90.65224,0.09998974,25.74538,25.05265,999.9,0,0,10005.619,0,0.2225868,3.752996,431.9953,427.9417,0.5145788,419.6668,19.33634,1.79953,1.752883,15.78271,15.37283,0.00100013,0,0,0,860.75,0.00100013,-10.8,-0.65,35.8561,39.9809,37.6497,41.1749,38.1997,0,0,0,1664313361.8,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.77898731707317,-0.0171096167247325,0.0230565181540334,1,0.483611195121951,0.197096236933799,0.0218962606365645,0,1,2,"1/2",2.9747,2.75397,0.091459,0.0920836,0.0905764,0.090144,35483.6,38681.7,35386.6,38632.6,45608.3,50746.5,55282,61940.8,1.99332,1.86062,0.0539944,0,24.1621,999.9,55.677,28.48,23.9664,60.7726,44.8918,1,-0.146303,-0.0574183,20.1659,5.20276,12.0041,4.97575,3.29378,9999,9999,717.6,9999,1.86285,1.86769,1.86752,1.86873,1.86951,1.86555,1.86662,1.86805,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.39,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,149.3,149.2,1.01807,2.60742,1.54785,2.30347,1.34644,2.34497,32.0464,15.0339,18,495.041,410.402,24.7116,25.4046,29.9999,25.4516,25.4055,20.3902,26.7353,65.9012,24.6673,419.7,19.3552,102.574,103.117,7
12,1664313379,55,2022-09-27 16:16:19,16:16:19,5,"a_y_280_100","ozzie",1664313376.5,0.00042310370014115,0.423103700141152,-3.29348986344881,423.431448547547,620.823180803446,56.339972660597,38.4265874285365,0.0250127336320528,2.76010199143284,0.0248874857776128,0.0155658792268034,0.00015962074799999,25.6224172204022,25.6224172204022,3.29959956549885,54.1806746844341,1.80013164496769,3.32246073983434,1.49946792053116,-18.6588731762248,17.321369084554,1.33656302000979,-0.00078145091303838,-3.28376283947337,0.427888539723312,-3.29348986344881,427.986770505496,432.01406060606,0.00041859985629035,64.9723317447641,0.423103700141152,19.3329674764304,19.8318654545455,-0.00014350933786921,128.467998699946,4,1,1,0,48167,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313376.5,423.431444444444,419.709111111111,19.8360666666667,19.3328888888889,416.866666666667,19.4462666666667,500.102666666667,90.6503555555556,0.100077744444444,25.7388222222222,25.0392333333333,999.9,0,0,9998.74777777778,0,0.220656,3.72216444444444,432.000444444444,427.983333333333,0.503173888888889,419.709111111111,19.3328888888889,1.79814444444444,1.75253222222222,15.7706888888889,15.3697111111111,0.00100013,0,0,0,867.388888888889,0.00100013,-21.8888888888889,-2,35.7913333333333,39.7705555555556,37.5275555555556,40.8261111111111,38.0691111111111,0,0,0,1664313366.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.76658414634146,-0.314705017421608,0.0368218549217856,0,0.493569097560976,0.16874949825784,0.0205389826947885,0,0,2,"0/2",2.97452,2.75384,0.0914632,0.0920805,0.0905393,0.0901407,35483.8,38682.3,35386.9,38633,45610.4,50747.2,55282.4,61941.3,1.99345,1.86065,0.0530407,0,24.1662,999.9,55.677,28.48,23.9679,60.5126,45.5689,1,-0.146306,-0.0492647,20.1659,5.20261,12.0043,4.97575,3.29378,9999,9999,717.6,9999,1.86283,1.86771,1.86752,1.8687,1.86951,1.86557,1.86661,1.86804,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3896,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,149.4,149.3,1.01807,2.59888,1.54785,2.30347,1.34644,2.37793,32.0464,15.0339,18,495.098,410.392,24.6622,25.4024,29.9999,25.449,25.4024,20.3901,26.7353,65.9012,24.6283,419.7,19.3552,102.575,103.118,7
13,1664313667.5,343.5,2022-09-27 16:21:07,16:21:07,5,"a_n_280_134","ozzie",1664313664.75,0.0004727518438843,0.472751843884301,-3.48212747336579,423.715404326157,608.678259394292,55.2385853018113,38.4528922206834,0.0281464072989809,2.76385109053698,0.0279881316854651,0.0175067284082732,0.00015962074799999,25.6746055343956,25.6746055343956,3.3098319557233,54.5735593114571,1.82025761871098,3.33542037880025,1.48957433701232,-20.8483563152977,19.3548910739121,1.49233216176999,-0.0009734588675947,-3.60093808094093,0.524014343214891,-3.48212747336579,427.97770985847,432.337151515151,-0.0208871419811104,64.9735942521372,0.472751843884301,19.4414370629101,20.0488060606061,-0.00550441796811916,128.446378473165,15,3,1,0,48194,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313664.75,423.7154,419.6616,20.05756,19.44149,417.1493,19.65785,500.1093,90.65185,0.09984755,25.8045,25.03778,999.9,0,0,10020.76,0,0.220656,4.053914,432.388,427.9823,0.6160753,419.6616,19.44149,1.818254,1.762408,15.94462,15.45729,0.00100013,0,0,0,767.9,0.00100013,-5.35,1.25,35.937,40.5124,37.875,42.0248,38.5124,0,0,0,1664313655.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.03265775,0.0374684803001779,0.0349673340767851,1,0.6168224,0.142849170731706,0.0261162319868315,0,1,2,"1/2",2.97469,2.7539,0.0915338,0.0920918,0.0912565,0.090522,35480.8,38686.2,35386.3,38637,45572.4,50731.8,55280.8,61948.6,1.97385,1.86173,0.0491738,0,24.2198,999.9,55.53,28.429,23.8319,60.3326,45.1202,1,-0.151098,-0.134978,20.1671,5.20336,12.0043,4.9757,3.29383,9999,9999,717.7,9999,1.86287,1.86774,1.86752,1.86868,1.86951,1.86557,1.86663,1.86803,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3992,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,154.2,154.1,1.02051,2.6062,1.54785,2.30347,1.34644,2.323,31.9146,14.9814,18,481.515,410.132,24.889,25.3384,30.0002,25.3394,25.2878,20.4531,26.3152,65.1052,24.8596,419.7,19.3684,102.572,103.13,7
14,1664313672.5,348.5,2022-09-27 16:21:12,16:21:12,5,"a_n_280_134","ozzie",1664313670,0.00050612437422337,0.506124374223375,-3.51890106557977,423.635448824185,597.448284952972,54.2208511333757,38.4466324266459,0.0301699154108881,2.76024022696145,0.0299879072502988,0.0187587030699509,0.00015962074799999,25.6612888955287,25.6612888955287,3.30721837580058,54.54162174019,1.81876358453562,3.33463422338143,1.48845479126496,-22.3200849032508,20.7193212469699,1.59948562281853,-0.00111841271439061,-3.56052356767284,0.520012610272709,-3.51890106557977,427.932248404348,432.264806060606,-0.00569317636088812,64.9735942521372,0.506124374223375,19.4329515520062,20.0351866666667,-0.00076438178301182,128.446378473165,15,3,1,0,48211,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313670,423.635444444444,419.627888888889,20.0405777777778,19.4291777777778,417.069666666667,19.6416444444444,500.089555555556,90.6539666666667,0.100082677777778,25.8005222222222,25.0165444444444,999.9,0,0,9999.16666666667,0,0.220656,4.00766444444444,432.299222222222,427.942555555556,0.611413333333333,419.627888888889,19.4291777777778,1.81675888888889,1.76133222222222,15.9317444444444,15.4478,0.00100013,0,0,0,771.944444444444,0.00100013,-21.1111111111111,-2.05555555555556,35.937,40.4304444444444,37.861,41.8608888888889,38.4928888888889,0,0,0,1664313660,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.025401,0.00209515947465983,0.0419289018935626,1,0.6249072,-0.0958771181988744,0.0154613872973935,1,2,2,"2/2",2.97464,2.7538,0.0915237,0.0921108,0.0912128,0.0904521,35481.1,38685.2,35386.2,38636.8,45574.8,50735.6,55280.9,61948.4,1.97412,1.86145,0.048466,0,24.2215,999.9,55.53,28.429,23.8334,60.1926,45.7692,1,-0.151608,-0.16469,20.1661,5.20351,12.0044,4.97575,3.29375,9999,9999,717.7,9999,1.86282,1.86773,1.86752,1.86868,1.86951,1.86554,1.86661,1.86802,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3986,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,154.3,154.2,1.02051,2.60742,1.54785,2.30347,1.34644,2.41333,31.9146,14.9814,18,481.672,409.969,24.8467,25.3384,30,25.3374,25.2865,20.4544,26.3152,65.1052,24.8387,419.7,19.3644,102.572,103.129,7
15,1664313677.5,353.5,2022-09-27 16:21:17,16:21:17,5,"a_n_280_134","ozzie",1664313674.7,0.00050826228831902,0.508262288319027,-3.57637787932188,423.639804465598,599.726347803728,54.4270453416827,38.4466397559987,0.0302908752684167,2.75686090127402,0.0301071861074791,0.0188334020606186,0.00015962074799999,25.6566490558779,25.6566490558779,3.30630816483169,54.5158487077144,1.81748487233472,3.33386513356717,1.48882329249698,-22.4143669148691,20.8050716524996,1.60800521730223,-0.00113042431926757,-3.46458390559025,0.519233203514488,-3.57637787932188,428.083312367268,432.348036363636,0.0234169038835115,64.9735942521372,0.508262288319027,19.4161559472037,20.0192254545455,-0.00058643810144058,128.446378473165,15,3,1,0,48152,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313674.7,423.6398,419.7471,20.02669,19.41622,417.074,19.62835,500.1078,90.65293,0.10020356,25.79663,25.01602,999.9,0,0,9979.315,0,0.220656,3.892643,432.2973,428.0585,0.6104706,419.7471,19.41622,1.81548,1.760139,15.92071,15.43722,0.00100013,0,0,0,762.4,0.00100013,-16.85,-0.4,35.9246,40.2435,37.7624,41.5685,38.3622,0,0,0,1664313665.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.997571,-0.426235722326457,0.0711734168352201,0,0.6216606,-0.128578986866794,0.0145202770407455,0,0,2,"0/2",2.97455,2.75382,0.091536,0.092117,0.0911621,0.0904388,35480.9,38685.2,35386.4,38637.1,45577.3,50736.6,55280.9,61948.8,1.97442,1.861,0.0478178,0,24.2215,999.9,55.53,28.429,23.8323,60.4426,45.4207,1,-0.151047,-0.213941,20.1659,5.20336,12.0041,4.97575,3.29365,9999,9999,717.7,9999,1.86283,1.86772,1.86752,1.86872,1.86951,1.86555,1.86661,1.86807,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3979,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,154.4,154.3,1.02051,2.61475,1.54785,2.30347,1.34644,2.30103,31.9146,14.9726,18,481.858,409.704,24.8237,25.3384,30.0001,25.3369,25.2846,20.4532,26.3152,65.1052,24.8214,419.7,19.3651,102.572,103.13,7
16,1664313682.5,358.5,2022-09-27 16:21:22,16:21:22,5,"a_n_280_134","ozzie",1664313680,0.00050769097561591,0.507690975615915,-3.43118868260258,423.644559824169,592.368794714819,53.7593563617217,38.4470942181494,0.0302487609826417,2.76054732880469,0.0300658235984093,0.0188074835784962,0.00015962074799999,25.6529048805239,25.6529048805239,3.30557381851183,54.4953109766344,1.81636152280506,3.33306020326015,1.48921229570677,-22.3891720246619,20.7837390056988,1.60414833167777,-0.0011250665373339,-3.53244157875139,0.510690865252322,-3.43118868260258,427.966541201255,432.259606060606,-0.0200545041864067,64.9735942521372,0.507690975615915,19.4136094391372,20.0122684848485,-0.00018697069109345,128.446378473165,15,3,1,0,48224,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313680,423.644555555556,419.666111111111,20.0143,19.4138666666667,417.078555555556,19.6165333333333,500.108555555556,90.6533222222222,0.0998653888888889,25.7925555555556,25.0055444444444,999.9,0,0,10001.0533333333,0,0.220656,3.9782,432.296555555556,427.974777777778,0.600443888888889,419.666111111111,19.4138666666667,1.81436333333333,1.75993333333333,15.9110888888889,15.4353666666667,0.00100013,0,0,0,764,0.00100013,-18.1111111111111,-2.55555555555556,35.875,40.0274444444444,37.6594444444444,41.2358888888889,38.222,0,0,0,1664313670.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.985571,-0.373912570356483,0.0712565196946918,0,0.611101975,-0.064272011257037,0.00755578381601637,1,1,2,"1/2",2.97476,2.75376,0.0915252,0.0921039,0.0911446,0.0904388,35481.4,38685.2,35386.6,38636.6,45578.6,50736.2,55281.4,61948.2,1.97455,1.86127,0.0476092,0,24.2236,999.9,55.53,28.429,23.8353,60.4526,45.1122,1,-0.151631,-0.245161,20.1659,5.20366,12.004,4.9757,3.29353,9999,9999,717.7,9999,1.86283,1.86773,1.86751,1.8687,1.86951,1.86554,1.86661,1.86801,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3977,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,154.5,154.4,1.02051,2.60498,1.54785,2.30347,1.34644,2.34009,31.9146,14.9814,18,481.921,409.856,24.8105,25.3384,30.0001,25.3351,25.2844,20.4535,26.3152,65.1052,24.8147,419.7,19.3623,102.573,103.129,7
17,1664313687.5,363.5,2022-09-27 16:21:27,16:21:27,5,"a_n_280_134","ozzie",1664313684.7,0.00050561965336819,0.505619653368191,-3.46135275020461,423.6033043042,594.697949604244,53.9702261487573,38.442987983854,0.0301169163956646,2.76217066781193,0.0299356709950496,0.018725987485308,0.00015962074799999,25.6528048946009,25.6528048946009,3.30555421019388,54.4862866546276,1.81598049450297,3.33291293277872,1.48957371569091,-22.2978267135372,20.6998264271256,1.59672598083546,-0.00111468482818111,-3.46478153489321,0.506695337736419,-3.46135275020461,428.022951928097,432.256624242424,0.00033053610158064,64.9735942521372,0.505619653368191,19.4143349742236,20.0093424242424,-5.24822536203785e-05,128.446378473165,15,3,1,0,48199,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313684.7,423.6033,419.7037,20.01029,19.41451,417.0376,19.61272,500.0734,90.65245,0.09988265,25.79181,25.00529,999.9,0,0,10010.75,0,0.220656,3.899625,432.2527,428.0132,0.5957948,419.7037,19.41451,1.813985,1.759973,15.90782,15.43575,0.00100013,0,0,0,755.15,0.00100013,-16.45,-1.05,35.8183,39.8746,37.5872,40.9123,38.1186,0,0,0,1664313675,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.9570595,-0.414231219512202,0.0689264540271005,0,0.60518875,-0.0584933358348971,0.00663169336123888,1,1,2,"1/2",2.97453,2.7539,0.0915239,0.0921056,0.091137,0.0904415,35481.3,38685.4,35386.5,38636.7,45578.8,50736.3,55281.1,61948.6,1.97432,1.8612,0.047408,0,24.2249,999.9,55.53,28.429,23.8315,60.2226,45.8293,1,-0.151245,-0.280452,20.1659,5.20351,12.004,4.9758,3.29378,9999,9999,717.7,9999,1.86284,1.86771,1.86751,1.86872,1.86951,1.86554,1.86662,1.868,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3975,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,154.6,154.4,1.02051,2.60986,1.54785,2.30347,1.34644,2.43652,31.9146,14.9814,18,481.775,409.798,24.8051,25.3374,30.0001,25.3347,25.2823,20.4546,26.3152,65.1052,24.8093,419.7,19.3542,102.573,103.129,7
18,1664313692.5,368.5,2022-09-27 16:21:32,16:21:32,5,"a_n_280_134","ozzie",1664313690,0.00050308807941235,0.503088079412355,-3.5177061594241,423.582559961077,598.524657341878,54.319725514864,38.4426741784615,0.0299752561055413,2.75684239242933,0.0297953614731011,0.0186381736002251,0.00015962074799999,25.650242453815,25.650242453815,3.30505172258576,54.4932655551164,1.81588912666271,3.33231842167002,1.48916259592305,-22.1861843020849,20.5933767682348,1.59154041590306,-0.00110749719895508,-3.52452282159858,0.503545822201961,-3.5177061594241,427.89283471372,432.207018181818,-0.00220916774029546,64.9735942521372,0.503088079412355,19.4161949335292,20.0078824242424,-2.28640213361881e-05,128.446378473165,15,3,1,0,48010,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313690,423.582555555556,419.610111111111,20.0084666666667,19.4164555555556,417.017111111111,19.6109444444444,500.129777777778,90.6558888888889,0.100147388888889,25.7888,25.0114888888889,999.9,0,0,9978.88,0,0.220656,3.97260444444444,432.231111111111,427.918666666667,0.591997222222222,419.610111111111,19.4164555555556,1.81388444444444,1.76021444444444,15.9069777777778,15.4379222222222,0.00100013,0,0,0,751.5,0.00100013,-15.6666666666667,-1.61111111111111,35.7568888888889,39.6386666666667,37.472,40.6108888888889,37.9928888888889,0,0,0,1664313680.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.935493,0.168987692307688,0.0462486150711564,0,0.601006825,-0.0762535497185761,0.00759943423186061,1,1,2,"1/2",2.97454,2.75371,0.0915212,0.0921126,0.091134,0.0904522,35481.9,38685.2,35386.9,38636.9,45579.4,50736,55281.7,61949,1.97458,1.8613,0.0479743,0,24.2256,999.9,55.555,28.439,23.858,60.6526,45.3005,1,-0.151522,-0.286495,20.1659,5.20351,12.0041,4.9758,3.29373,9999,9999,717.7,9999,1.86281,1.8677,1.86749,1.86869,1.86951,1.86555,1.86661,1.86802,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3974,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,154.6,154.5,1.02173,2.61719,1.54785,2.30347,1.34644,2.31934,31.9146,14.9726,18,481.918,409.851,24.803,25.3363,30.0001,25.333,25.282,20.4556,26.3152,65.1052,24.8011,419.7,19.3541,102.574,103.13,7
19,1664313697.5,373.5,2022-09-27 16:21:37,16:21:37,5,"a_n_280_134","ozzie",1664313694.7,0.0005036795396972,0.50367953969721,-3.41928171211394,423.552104244981,592.99400681195,53.8182509540247,38.4402425260771,0.0300244559180421,2.76202269379179,0.0298443084940652,0.0186687880951681,0.00015962074799999,25.646690726534,25.646690726534,3.3043553489524,54.5043541122151,1.81586792077758,3.331601576342,1.48848742817482,-22.212267700647,20.6204178855272,1.59058397478473,-0.00110621958700818,-3.43809916615725,0.502040280657818,-3.41928171211394,427.998761475557,432.185642424242,-0.00069695632262406,64.9735942521372,0.50367953969721,19.4177255225266,20.0099648484849,-3.53282941104381e-06,128.446378473165,15,3,1,0,48284,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313694.7,423.5521,419.6823,20.00806,19.41778,416.9869,19.61057,500.097,90.65693,0.09989104,25.78517,25.00537,999.9,0,0,10009.38,0,0.220656,3.869942,432.1998,427.9928,0.5902636,419.6823,19.41778,1.813868,1.760356,15.90682,15.43915,0.00100013,0,0,0,759.75,0.00100013,-21.4,-1.9,35.6996,39.4872,37.3874,40.3311,37.8998,0,0,0,1664313685.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.93172275,-0.256971894934329,0.0497425321524498,0,0.59542875,-0.0470984015009384,0.00464626191550799,1,1,2,"1/2",2.97479,2.75387,0.0915202,0.0921141,0.0911434,0.0904572,35481.6,38685.3,35386.5,38637.1,45578.7,50735.7,55281.4,61948.9,1.9746,1.86127,0.0469387,0,24.2277,999.9,55.555,28.429,23.8438,60.1226,45.2444,1,-0.151611,-0.2803,20.1662,5.20336,12.0043,4.9757,3.29365,9999,9999,717.7,9999,1.86281,1.86772,1.8675,1.86873,1.86951,1.86554,1.86661,1.86803,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3976,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,154.7,154.6,1.02051,2.60864,1.54785,2.30347,1.34644,2.36206,31.9146,14.9814,18,481.926,409.824,24.7972,25.3363,30,25.3321,25.2802,20.4569,26.3152,65.1052,24.7924,419.7,19.345,102.573,103.13,7
20,1664313702.5,378.5,2022-09-27 16:21:42,16:21:42,5,"a_n_280_134","ozzie",1664313700,0.0005049491354447,0.504949135444706,-3.4165688217026,423.541670918688,592.332215230826,53.7587949967007,38.4397290473302,0.030110431057841,2.76115506560231,0.0299291972499318,0.0187219403451459,0.00015962074799999,25.6459755826459,25.6459755826459,3.3042151489188,54.5151494733795,1.81619253495726,3.33153729284761,1.48802261396155,-22.2682568731115,20.6719343207182,1.59505048236639,-0.00111244927894205,-3.41615720051274,0.507143084727723,-3.4165688217026,428.016992098752,432.196218181818,0.00021570688439131,64.9735942521372,0.504949135444706,19.4195146741459,20.0130248484848,1.99673640417506e-05,128.446378473165,15,3,1,0,48191,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664313700,423.541666666667,419.700777777778,20.0114111111111,19.4151333333333,416.976666666667,19.6137444444444,500.096888888889,90.6578444444444,0.0999999111111111,25.7848444444444,24.9979,999.9,0,0,10004.1477777778,0,0.220656,3.84098666666667,432.190222222222,428.010444444444,0.596257444444445,419.700777777778,19.4151333333333,1.81419111111111,1.76013666666667,15.9096,15.4372,0.00100013,0,0,0,763.277777777778,0.00100013,-15,-1.33333333333333,35.625,39.3054444444444,37.2706666666667,40.0483333333333,37.7844444444444,0,0,0,1664313690,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.90185275,-0.324938724202643,0.0517287679143579,0,0.593125725,-0.0161364765478426,0.00267390889885482,1,1,2,"1/2",2.97468,2.7539,0.0915199,0.0921208,0.0911523,0.090394,35481.6,38685.1,35386.5,38637.1,45578.3,50739.2,55281.4,61948.9,1.97508,1.8613,0.0472963,0,24.2277,999.9,55.53,28.409,23.8033,60.2226,45.7692,1,-0.151349,-1.57693,20.1494,5.20366,12.0041,4.97575,3.2937,9999,9999,717.7,9999,1.8628,1.8677,1.86751,1.86866,1.86951,1.86554,1.86661,1.86801,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3977,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,154.8,154.7,1.02051,2.60742,1.54785,2.30347,1.34644,2.41455,31.8927,14.9463,18,482.217,409.832,24.8033,25.3363,30.0003,25.3309,25.2793,20.4572,26.5898,65.1052,25.4687,419.7,19.3374,102.573,103.13,7
