"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","AccCO2_soda","CO2_hrs","AccH2O_des","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
73,1664315567.5,2243.5,2022-09-27 16:52:47,16:52:47,5,"a_y_630_105","ozzie",1664315564.5,0.00104676318753934,1.04676318753934,-3.80519486957593,423.735732027535,508.884502836215,46.179600046364,38.4526282905549,0.0630066103673743,2.75880037633516,0.0622179815619813,0.0389562711612621,0.00015962074799999,25.5114432059565,25.5114432059565,3.27793307179475,53.798010642435,1.79386303318087,3.33444120286095,1.48407003861387,-46.1622565704851,42.8501520987539,3.30715786799278,-0.00478698299038171,-3.80180856888716,1.05333374223741,-3.80519486957593,427.644996942611,432.295581818182,0.0001640676446421,65.006586053486,1.04676318753934,18.5270887656603,19.7588957575757,-8.52038809382417e-05,128.037173137619,0,0,1,0,48058,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315564.5,423.735727272727,419.710090909091,19.7678,18.5290727272727,417.169181818182,19.3810636363636,500.115727272727,90.6465727272727,0.100148363636364,25.7995454545455,25.0056,999.9,0,0,9991.47181818182,0,0.220656,4.02556272727273,432.280818181818,427.633727272727,1.23870545454545,419.710090909091,18.5290727272727,1.79188181818182,1.67959818181818,15.7161636363636,14.7091454545455,0.00100013,0,0,0,801.863636363636,0.00100013,-25.0454545454545,-3.59090909090909,35.5507272727273,39.3974545454545,37.2270909090909,40.0792727272727,37.7156363636364,0,0,0,1664315555.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.0677456097561,-0.193085226480828,0.0362263563296239,0,1.2120712195122,0.132564041811844,0.0170334338653279,0,0,2,"0/2",2.97424,2.75382,0.091492,0.0920501,0.0902815,0.0874112,35458.8,38665.3,35364.2,38616.1,45599.2,50885.1,55252.6,61923.4,2.0046,1.85557,0.0422448,0,24.3103,999.9,53.663,28.309,22.873,60.6608,45.6771,1,-0.13142,-0.00588508,20.1663,5.20112,12.004,4.9758,3.29353,9999,9999,718.3,9999,1.86285,1.86771,1.86752,1.86871,1.86951,1.86554,1.86662,1.86798,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3863,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,185.9,185.8,1.02539,2.62085,1.54785,2.30347,1.34644,2.41821,31.7392,14.6924,18,503.195,408.137,24.6715,25.5848,30,25.5358,25.4795,20.5439,25.2958,57.9164,24.6759,419.7,18.5132,102.515,103.082,7
74,1664315572.5,2248.5,2022-09-27 16:52:52,16:52:52,5,"a_y_630_105","ozzie",1664315570,0.00104438744904144,1.04438744904145,-3.8291144172214,423.717893660874,509.753332868036,46.2597191116556,38.452069813948,0.0628172136534701,2.75948254692975,0.0620334783037382,0.0388405246896114,0.00015962074799999,25.5082501184112,25.5082501184112,3.27731149950356,53.7589159845127,1.79214389789205,3.33366822055777,1.48516760161151,-46.0574865027279,42.7537776073456,3.2987862732566,-0.00476300137763985,-3.8361850837438,1.05011064033003,-3.8291144172214,427.563601875717,432.24503030303,-0.0001595071467172,65.006586053486,1.04438744904145,18.5132349160362,19.7427915151515,-0.00013713586382418,128.037173137619,0,0,1,0,48168,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315570,423.717888888889,419.649222222222,19.7483111111111,18.5133111111111,417.151444444445,19.3624333333333,500.100111111111,90.6492333333333,0.0999901222222222,25.7956333333333,25.0069666666667,999.9,0,0,9995.21,0,0.227551555555556,4.06857555555556,432.254222222222,427.565,1.23499111111111,419.649222222222,18.5133111111111,1.79016777777778,1.67821777777778,15.7012222222222,14.6963888888889,0.00100013,0,0,0,801.555555555556,0.00100013,-26.3333333333333,-4.66666666666667,35.472,39.2288888888889,37.1178888888889,39.8123333333333,37.611,0,0,0,1664315560.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.06237682926829,-0.0899843205574976,0.0335806223477698,1,1.21891390243902,0.160995679442508,0.0187864226891097,0,1,2,"1/2",2.97454,2.75379,0.0914898,0.0920478,0.0902367,0.087408,35458.8,38665.1,35364.1,38615.8,45601.3,50885.1,55252.4,61923.3,2.0049,1.85543,0.0422299,0,24.3114,999.9,53.663,28.309,22.8721,60.4308,45.2163,1,-0.131014,-0.0588017,20.1664,5.20157,12.0041,4.97575,3.29338,9999,9999,718.3,9999,1.86284,1.86771,1.86752,1.86869,1.86952,1.86554,1.86662,1.86799,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3856,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186,185.9,1.02539,2.62695,1.54785,2.30347,1.34644,2.39502,31.7611,14.6924,18,503.392,408.066,24.6637,25.587,30.0003,25.5358,25.4811,20.5451,25.576,57.9164,24.672,419.7,18.4015,102.515,103.082,7
75,1664315577.5,2253.5,2022-09-27 16:52:57,16:52:57,5,"a_y_630_105","ozzie",1664315574.7,0.00104809861699567,1.04809861699568,-3.76100768514798,423.722904698377,507.698939252421,46.0736143761627,38.4527998860251,0.0630355494014654,2.76014474892381,0.0622465801619172,0.0389741755405163,0.00015962074799999,25.5043692065496,25.5043692065496,3.27655617269885,53.7395613519729,1.79118832785938,3.33309071156685,1.48536784483948,-46.2211490095093,42.906529770137,3.30966492723565,-0.00479469138869603,-3.77287842821905,1.058907969223,-3.76100768514798,427.655387504444,432.252921212121,-2.9220469103995e-05,65.006586053486,1.04809861699568,18.4973515324754,19.7304254545454,-4.25905589714569e-05,128.037173137619,0,0,1,0,48034,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315574.7,423.7229,419.7346,19.73764,18.49226,417.1567,19.35226,500.092,90.64988,0.09999323,25.79271,25.00415,999.9,0,0,9999.053,0,0.2254829,3.988649,432.2548,427.6423,1.245396,419.7346,18.49226,1.789215,1.67632,15.69288,14.67887,0.00100013,0,0,0,809.7,0.00100013,-8.1,0.85,35.437,39.0934,37.0248,39.5935,37.5372,0,0,0,1664315565.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.05028268292683,-0.23972675958188,0.0460506022324642,0,1.22799317073171,0.147188153310103,0.0182049176469389,0,0,2,"0/2",2.97433,2.7539,0.0914904,0.0920678,0.0901899,0.0872654,35458.6,38664.3,35364,38615.9,45603.4,50893.2,55252.1,61923.4,2.00513,1.8554,0.0421777,0,24.3134,999.9,53.663,28.309,22.8711,60.8008,45.8093,1,-0.130899,-0.0683415,20.1664,5.20157,12.004,4.9757,3.29358,9999,9999,718.3,9999,1.86285,1.86769,1.86751,1.86868,1.86951,1.86554,1.86662,1.86798,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.385,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.1,185.9,1.02539,2.62939,1.54785,2.30347,1.34644,2.31201,31.7611,14.6749,18,503.556,408.056,24.6627,25.5882,30.0001,25.5375,25.4816,20.5427,25.8586,57.9164,24.6658,419.7,18.372,102.514,103.082,7
76,1664315582.5,2258.5,2022-09-27 16:53:02,16:53:02,5,"a_y_630_105","ozzie",1664315580,0.00106058563332377,1.06058563332378,-3.77363624545458,423.741226919979,506.934942175759,46.0034834470134,38.4537953425822,0.0637763265660866,2.76080729840591,0.0629690240919508,0.0394273215021106,0.00015962074799999,25.4974548350548,25.4974548350548,3.2752108322714,53.6969152101826,1.78939108263475,3.33239083778025,1.48581974963665,-46.7718264295785,43.4185766087235,3.34818289570974,-0.00490730439730668,-3.79549877739252,1.07498247048572,-3.77363624545458,427.633980512852,432.246963636363,-0.000129063627252,65.006586053486,1.06058563332378,18.4628711981268,19.7110496969697,-9.29055688108233e-05,128.037173137619,0,0,1,0,48182,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315580,423.741222222222,419.734222222222,19.7181777777778,18.4539444444444,417.175,19.3336666666667,500.122444444444,90.6484222222222,0.0998762666666667,25.7891666666667,25.0068,999.9,0,0,10003.1311111111,0,0.220656,4.00714555555556,432.264777777778,427.625555555556,1.26423777777778,419.734222222222,18.4539444444444,1.78742222222222,1.67282111111111,15.6772222222222,14.6464888888889,0.00100013,0,0,0,806.611111111111,0.00100013,-10,-0.277777777777778,35.375,38.9442222222222,36.958,39.3676666666667,37.472,0,0,0,1664315570.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.02137682926829,-0.201488780487809,0.0453813039530934,0,1.2424687804878,0.107511010452963,0.0139841202963937,0,0,2,"0/2",2.9741,2.75389,0.0914897,0.0920473,0.0901269,0.0871153,35459,38665,35364.3,38615.7,45607.1,50901.6,55252.7,61923.5,2.0049,1.85527,0.0422001,0,24.3155,999.9,53.663,28.309,22.8727,60.7508,45.7051,1,-0.130826,-0.0735948,20.1665,5.20142,12.004,4.9758,3.2933,9999,9999,718.3,9999,1.86283,1.86773,1.86752,1.86869,1.86951,1.86554,1.86662,1.86799,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.567,0.3841,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.1,186,1.02539,2.61963,1.54785,2.30347,1.34644,2.35352,31.7392,14.6837,18,503.412,407.987,24.6598,25.5898,30.0002,25.5379,25.4816,20.5431,25.8586,57.9164,24.6609,419.7,18.356,102.515,103.082,7
77,1664315587.5,2263.5,2022-09-27 16:53:07,16:53:07,5,"a_y_630_105","ozzie",1664315584.7,0.00102597004331092,1.02597004331092,-3.83832011935232,423.726204782792,512.019644249877,46.4656069137315,38.453007597646,0.061501040060953,2.76215219626702,0.0607503078236753,0.0380356290908143,0.00015962074799999,25.5071066998011,25.5071066998011,3.27708894457469,53.6324922377772,1.78724461048613,3.33239149611483,1.48984433408856,-45.2452789100117,42.002934307822,3.23759683325469,-0.00458814818702535,-3.82916013781913,1.09130175103428,-3.83832011935232,427.550368666325,432.241727272727,4.35558500803833e-05,65.006586053486,1.02597004331092,18.4093858331648,19.6799036363636,-0.00683115838355711,128.037173137619,0,0,1,0,48099,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315584.7,423.7262,419.6868,19.69423,18.41068,417.1598,19.31079,500.0862,90.64974,0.09991665,25.78917,25.0117,999.9,0,0,10010.94,0,0.220656,4.0394,432.2386,427.5585,1.283563,419.6868,18.41068,1.785278,1.668921,15.65847,14.61034,0.00100013,0,0,0,806.9,0.00100013,-19.4,-3.4,35.3183,38.8248,36.8812,39.1684,37.3998,0,0,0,1664315575.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.02711658536585,-0.116209965156794,0.0460492555809515,0,1.25548317073171,0.1711212543554,0.0191228134014189,0,0,2,"0/2",2.97453,2.75399,0.0914927,0.0920519,0.0900294,0.0870478,35458.7,38664.6,35364.1,38615.6,45612.1,50905.1,55252.6,61923.1,2.00503,1.85518,0.0424013,0,24.3175,999.9,53.663,28.329,22.898,60.6708,45.2043,1,-0.130755,-0.0596405,20.1666,5.20097,12.004,4.97575,3.29338,9999,9999,718.3,9999,1.86286,1.86771,1.86752,1.86868,1.86951,1.86554,1.86662,1.86798,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.567,0.3827,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.2,186.1,1.02539,2.62329,1.54785,2.30347,1.34644,2.4292,31.7611,14.6924,18,503.5,407.947,24.6555,25.5913,30.0002,25.5386,25.4838,20.5429,25.8586,57.9164,24.6528,419.7,18.3555,102.515,103.081,7
78,1664315592.5,2268.5,2022-09-27 16:53:12,16:53:12,5,"a_y_630_105","ozzie",1664315590,0.00102584232363239,1.02584232363239,-3.81413658857481,423.724338100018,511.519655593139,46.4219044512845,38.4542226713735,0.06140975208139,2.76095858545783,0.0606609128918015,0.0379795898911051,0.00015962074799999,25.5050360010293,25.5050360010293,3.27668593749778,53.5640182969777,1.78475204608716,3.33199805173664,1.49193389141062,-45.2396464721886,41.9964646898648,3.23843152201628,-0.00459063955948835,-3.83169157414338,1.07334005539185,-3.81413658857481,427.53323785881,432.196490909091,-0.00027393495611474,65.006586053486,1.02584232363239,18.4040771273417,19.6585133333333,-0.00512260059740193,128.037173137619,0,0,1,0,47993,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315590,423.724333333333,419.672777777778,19.6660555555556,18.4036,417.158222222222,19.2838444444444,500.088111111111,90.6529444444444,0.0999796,25.7871777777778,25.0143,999.9,0,0,10003.5266666667,0,0.220656,4.05171444444444,432.224555555556,427.541111111111,1.26245555555556,419.672777777778,18.4036,1.78278555555556,1.66834,15.6366666666667,14.6049555555556,0.00100013,0,0,0,806.166666666667,0.00100013,-22.2222222222222,-4.27777777777778,35.25,38.6942222222222,36.7982222222222,38.9788888888889,37.2982222222222,0,0,0,1664315580.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.02457195121951,0.156837909407662,0.0456323548148553,0,1.26209536585366,0.129788362369339,0.0175532936382059,0,0,2,"0/2",2.97439,2.75399,0.0914867,0.0920566,0.0899624,0.0870427,35458.5,38664,35363.8,38615.2,45614.9,50904.9,55251.8,61922.5,2.00493,1.8553,0.0423267,0,24.3196,999.9,53.663,28.309,22.8736,60.6508,45.7171,1,-0.13061,-0.0350626,20.1666,5.20187,12.004,4.9758,3.29358,9999,9999,718.3,9999,1.86285,1.86774,1.86752,1.86866,1.86951,1.86555,1.86664,1.86799,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3818,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.3,186.2,1.02539,2.62817,1.54785,2.30347,1.34644,2.323,31.7611,14.6749,18,503.449,408.016,24.646,25.593,30.0003,25.5401,25.4838,20.5429,25.8586,57.9164,24.6396,419.7,18.3525,102.514,103.08,7
79,1664315597.5,2273.5,2022-09-27 16:53:17,16:53:17,5,"a_y_630_105","ozzie",1664315594.7,0.00105425070824837,1.05425070824838,-3.76175710533778,423.707104704127,507.456088191201,46.0519264267914,38.4516589049007,0.0631705805595888,2.75645387817293,0.0623772038894522,0.0390562039244363,0.00015962074799999,25.4936244198438,25.4936244198438,3.27446574994182,53.5338445757282,1.78341284957112,3.33137450468054,1.4910529003707,-46.4924562337534,43.1545085907601,3.33292505635958,-0.00486296588569956,-3.75694006322457,1.06321545463353,-3.76175710533778,427.620600528624,432.217660606061,0.0001232424110581,65.006586053486,1.05425070824838,18.4014903633618,19.6482527272727,-0.00072946600952984,128.037173137619,0,0,1,0,48090,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315594.7,423.7071,419.7403,19.65181,18.40132,417.1408,19.27024,500.1182,90.65042,0.10014443,25.78402,25.00955,999.9,0,0,9977.188,0,0.220656,3.966833,432.2005,427.6089,1.250486,419.7403,18.40132,1.781444,1.668087,15.62493,14.6026,0.00100013,0,0,0,803.65,0.00100013,-16.15,-1.5,35.1996,38.5622,36.7374,38.7934,37.2248,0,0,0,1664315585.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.01103024390244,0.0375382578397162,0.0454860051105406,1,1.26567512195122,-0.0404958188153309,0.0125981247388787,1,2,2,"2/2",2.97422,2.75364,0.091489,0.0920611,0.089929,0.0870335,35458.6,38663.9,35364,38615.2,45616.9,50905.7,55252.3,61922.8,2.005,1.85513,0.0419691,0,24.3196,999.9,53.663,28.309,22.875,60.6908,45.7652,1,-0.130422,-0.022756,20.1667,5.20202,12.004,4.97575,3.2935,9999,9999,718.3,9999,1.86284,1.86773,1.86752,1.86865,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3814,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.4,186.3,1.02539,2.62085,1.54785,2.30347,1.34644,2.3291,31.7392,14.6837,18,503.498,407.93,24.632,25.5941,30.0001,25.5401,25.4854,20.5414,25.8586,57.9164,24.6261,419.7,18.3448,102.515,103.081,7
80,1664315602.5,2278.5,2022-09-27 16:53:22,16:53:22,5,"a_y_630_105","ozzie",1664315600,0.00105272580363766,1.05272580363766,-3.82836735079837,423.72278254835,509.31477509691,46.2183612653684,38.4512164141723,0.063062063470385,2.75903344300709,0.0622721211050286,0.0389902243782548,0.00015962074799999,25.4908754122147,25.4908754122147,3.27393111145846,53.5198524657946,1.7825853477921,3.33069929318542,1.49134576366636,-46.4252079404209,43.0950869911325,3.32512091317442,-0.00484041536590496,-3.80926917828958,1.05609925577226,-3.82836735079837,427.549986796184,432.228666666667,9.04069463832125e-05,65.006586053486,1.05272580363766,18.4008721980511,19.6414290909091,-0.00025460173454021,128.037173137619,0,0,1,0,48184,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315600,423.722777777778,419.689555555556,19.6436444444444,18.4015,417.156333333333,19.2624222222222,500.112666666667,90.6461111111111,0.100051233333333,25.7806,25.0036666666667,999.9,0,0,9992.9,0,0.220656,4.03341444444444,432.213111111111,427.557111111111,1.24214777777778,419.689555555556,18.4015,1.78061888888889,1.66802444444444,15.6176777777778,14.602,0.00100013,0,0,0,812.944444444444,0.00100013,-31.5555555555556,-4.94444444444444,35.1318888888889,38.472,36.6732222222222,38.6038888888889,37.1732222222222,0,0,0,1664315590.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.01986317073171,-0.189182299651563,0.0397539036548629,0,1.2621956097561,-0.149409616724735,0.0156515943314412,0,0,2,"0/2",2.9745,2.75386,0.091486,0.0920482,0.0899042,0.0870395,35458.7,38664.2,35363.9,38615.1,45618.2,50905.1,55252.3,61922.5,2.005,1.85505,0.0416562,0,24.3221,999.9,53.663,28.309,22.8741,60.6408,45.2123,1,-0.130371,-0.0389679,20.1666,5.20202,12.0043,4.9758,3.29365,9999,9999,718.3,9999,1.86283,1.86774,1.86752,1.86868,1.86951,1.86556,1.86662,1.868,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.567,0.3811,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.5,186.4,1.02539,2.61963,1.54785,2.30347,1.34644,2.4231,31.7392,14.6837,18,503.514,407.893,24.6191,25.5956,30.0002,25.5418,25.4859,20.5419,25.8586,57.9164,24.6184,419.7,18.3396,102.514,103.08,7
81,1664315607.5,2283.5,2022-09-27 16:53:27,16:53:27,5,"a_y_630_105","ozzie",1664315604.7,0.0010472277381089,1.0472277381089,-3.76440211363977,423.709504685504,508.179571507716,46.1152199568494,38.4499064935023,0.0627310695984769,2.76275858487562,0.0619503822654167,0.0387883210252546,0.00015962074799999,25.4878983247174,25.4878983247174,3.27335220106762,53.5202286463825,1.78208551106752,3.32974196138449,1.4912666900001,-46.1827432506026,42.8743098086618,3.30349592007548,-0.00477790111734321,-3.80179853323411,1.0498373153479,-3.76440211363977,427.561789000885,432.164175757576,-0.00024772711036549,65.006586053486,1.0472277381089,18.4035100216113,19.6367860606061,-0.00015888926591794,128.037173137619,0,0,1,0,48133,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315604.7,423.7095,419.6818,19.63819,18.40333,417.1432,19.25722,500.0828,90.64608,0.09983452,25.77575,25.01503,999.9,0,0,10014.932,0,0.220656,4.027637,432.1971,427.5501,1.234847,419.6818,18.40333,1.780125,1.66819,15.61334,14.60357,0.00100013,0,0,0,805.7,0.00100013,-20.75,-1.35,35.0872,38.3622,36.5872,38.456,37.0998,0,0,0,1664315595.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.01693609756098,-0.0339668989547051,0.0386076833549912,1,1.25071829268293,-0.129248571428573,0.0131134280280194,0,1,2,"1/2",2.97449,2.75407,0.0914783,0.0920398,0.0898945,0.0870414,35458.9,38664.4,35363.8,38614.9,45618.7,50904.8,55252.4,61922.3,2.00478,1.85513,0.0419915,0,24.3247,999.9,53.663,28.309,22.874,60.5308,45.621,1,-0.13034,-0.0506536,20.1666,5.20172,12.004,4.97575,3.29358,9999,9999,718.3,9999,1.86281,1.86774,1.86752,1.86865,1.86951,1.86554,1.86662,1.86799,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3809,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.6,186.4,1.02539,2.62939,1.54785,2.30347,1.34644,2.36084,31.7611,14.6749,18,503.37,407.938,24.6119,25.5973,30.0001,25.5422,25.4864,20.5435,25.8586,57.9164,24.6123,419.7,18.336,102.514,103.08,7
82,1664315612.5,2288.5,2022-09-27 16:53:32,16:53:32,5,"a_y_630_105","ozzie",1664315610,0.00104607641595206,1.04607641595206,-3.74965987521062,423.68922689334,507.868008668646,46.0859138827576,38.447204569639,0.0626787651972295,2.75955762044648,0.0618984785294058,0.0387558453483374,0.00015962074799999,25.4845655988317,25.4845655988317,3.27270424100875,53.5238947059471,1.78185490340253,3.32908304448284,1.49084933760622,-46.1319699434859,42.8237182414113,3.30331449155176,-0.00477758977486786,-3.75426488249479,1.04763354791847,-3.74965987521062,427.596994343816,432.179612121212,3.17337416172911e-05,65.006586053486,1.04607641595206,18.4038938488114,19.6347624242424,-5.81266632404102e-05,128.037173137619,0,0,1,0,48182,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315610,423.689222222222,419.717777777778,19.6360888888889,18.4039333333333,417.123222222222,19.2552111111111,500.129444444445,90.6437555555556,0.100124933333333,25.7724111111111,25.0130555555556,999.9,0,0,9996.25777777778,0,0.220656,3.97155222222222,432.175555555556,427.586888888889,1.23215444444444,419.717777777778,18.4039333333333,1.77988888888889,1.66820111111111,15.6112777777778,14.6036666666667,0.00100013,0,0,0,815.888888888889,0.00100013,-20.6111111111111,-2.27777777777778,35.0344444444444,38.2428888888889,36.5206666666667,38.2914444444445,37.0206666666667,0,0,0,1664315600.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.0020812195122,0.0382438327526238,0.0350854506149523,1,1.24169658536585,-0.0813742160278748,0.00822325779895526,1,2,2,"2/2",2.97419,2.75385,0.0914777,0.0920448,0.0898841,0.0870417,35458.9,38664.3,35363.8,38615,45619.1,50904.9,55252.2,61922.4,2.00468,1.85508,0.0412688,0,24.3267,999.9,53.663,28.309,22.8734,60.3908,45.8814,1,-0.130335,-0.0121106,20.1665,5.20261,12.0047,4.97585,3.2937,9999,9999,718.3,9999,1.86281,1.86773,1.86752,1.86865,1.86951,1.86554,1.86661,1.86798,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3808,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.6,186.5,1.02539,2.63428,1.54785,2.30225,1.34644,2.26196,31.7611,14.6661,18,503.32,407.923,24.6037,25.5979,30.0001,25.5439,25.488,20.5438,26.1361,57.9164,24.5958,419.7,18.3285,102.514,103.08,7
