"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
108,1663789238.5,1740.90000009537,2022-09-21 14:40:38,14:40:38,5,"a_y_210_94","ozzie",1663789236,0.00083984707255116,0.839847072551165,-3.13460446013819,423.509559487127,533.358286761562,48.2167282995051,38.2861687328818,0.040079913787845,2.7535613007039,0.039758613203878,0.0248777860080773,0.00015962074799999,26.1881100363629,26.1881100363629,3.41200068695688,44.9511678261846,1.55483637926146,3.4589454611583,1.85716430769542,-37.0372558995064,34.3597360380196,2.67425736994631,-0.00310287079245341,-3.28253302675298,0.884183965638045,-3.13460446013819,426.951808927521,430.874696969697,-0.0211404558882587,65.3511426733675,0.839847072551165,16.1556799322898,17.1914448484848,-0.0052774359144905,118.68486187358,0,0,1,0,47872,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789236,423.509555555556,420.020444444444,17.1991111111111,16.1565111111111,417.005888888889,17.0088222222222,500.082555555556,90.3541444444444,0.0479914111111111,26.4195666666667,25.0796888888889,999.9,0,0,9992.77777777778,0,0.220656,3.48922111111111,430.921,426.917777777778,1.04257666666667,420.020444444444,16.1565111111111,1.55401222222222,1.45980888888889,13.5101888888889,12.5535666666667,0.00100013,0,0,0,567.833333333333,0.00100013,-18.0555555555556,-2.27777777777778,34.937,38.3191111111111,36.5,38.2705555555556,37.09,0,0,0,1663789235.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.52820275,-0.5257694183865,0.0986640578677844,0,1.03418075,0.0883255159474667,0.0136554477018331,1,1,2,"1/2",2.9737,2.70197,0.0910563,0.0917064,0.0818133,0.0789977,35457.3,38651.7,35348.4,38590.9,46022,51331.4,55242,61894.4,1.9978,1.819,0.0144839,0,24.8451,999.9,43.072,31.33,21.9146,60.7042,45.3646,1,-0.103618,0.0279085,20.134,5.20172,12.0088,4.9756,3.294,9999,9999,706.7,9999,1.86356,1.86832,1.86807,1.8692,1.87006,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.502,0.1899,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51859.8,51859.8,1.02173,2.66235,1.54785,2.2998,1.34644,2.29858,35.8711,23.9649,18,502.232,390.853,25.8306,25.9472,30,25.9138,25.8593,20.4732,26.9017,19.9315,25.7881,420,16.2096,102.485,103.027,6
109,1663789337.5,1839.90000009537,2022-09-21 14:42:17,14:42:17,5,"a_y_630_106","ozzie",1663789334.5,5.50636390851975e-05,0.0550636390851975,-2.86289187803793,423.511367217033,1782.76471692998,161.167775010111,38.286816032236,0.0033003352378993,2.75672653810843,0.00329814173565566,0.00206153553612343,0.00015962074799999,25.8582631920851,25.8582631920851,3.34606185834796,56.1462317861624,1.88037586281113,3.3490686783268,1.46568599553684,-2.42830648365721,2.25369538707193,0.174438199447375,-1.32763899070021e-05,-2.9802244482134,-0.0800179630223559,-2.86289187803793,428.906828621194,432.460006060606,-0.0095416930053895,65.3343997986943,0.0550636390851975,20.9054868344606,20.8368206060606,0.0155706700535004,117.848854072085,0,0,1,0,47918,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789334.5,423.511363636364,419.895363636364,20.7998636363636,20.8938636363636,417.007818181818,20.4610272727273,500.129363636364,90.3555454545455,0.0477329363636364,25.8734272727273,25.2454181818182,999.9,0,0,10011.3636363636,0,0.220656,3.61586818181818,432.507181818182,428.855636363636,-0.0939868636363636,419.895363636364,20.8938636363636,1.87938545454545,1.88787545454545,16.4631545454545,16.5340090909091,0.00100013,0,0,0,679.727272727273,0.00100013,-10.6363636363636,-0.409090909090909,35.437,39.9200909090909,37.312,40.6190909090909,37.9828181818182,0,0,0,1663789334.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.63500780487805,-0.54417658536586,0.12564721583227,0,-0.125186075609756,0.254569321254355,0.0261157874420144,0,0,2,"0/2",2.97337,2.70106,0.0911016,0.0917558,0.0936697,0.0949037,35456.3,38651.2,35348.1,38590.9,45418.1,50442.2,55242,61894,1.9926,1.828,0.0297129,0,24.7157,999.9,43.737,31.36,22.291,60.4642,45.1042,1,-0.0934553,4.40157,20.076,5.20411,12.0099,4.976,3.294,9999,9999,706.7,9999,1.86356,1.86829,1.86798,1.8692,1.87006,1.86615,1.86716,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.341,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51861.5,51861.5,1.02539,2.66113,1.54785,2.2998,1.34644,2.29004,35.8711,23.9474,18,498.638,395.589,21.3213,25.9254,29.9977,25.8942,25.8399,20.5511,0.345963,27.9428,21.2664,420,20.7325,102.485,103.026,6
110,1663789342.5,1844.90000009537,2022-09-21 14:42:22,14:42:22,5,"a_y_630_106","ozzie",1663789340,6.53912540587259e-05,0.0653912540587259,-2.98833006419986,423.532337089499,1594.93082670905,144.188427332645,38.2890972992615,0.00399433648599316,2.75595369786629,0.00399112306677425,0.00249474040757293,0.00015962074799999,25.7586967584135,25.7586967584135,3.32637776420327,56.6947253040569,1.88789560409716,3.32993165408646,1.43848216010611,-2.88375430398981,2.67655407278347,0.207021886345273,-1.87241130662485e-05,-2.94925924484091,-0.0523901060105668,-2.98833006419986,428.94841995404,432.589933333333,0.00432689678031366,65.3343997986943,0.0653912540587259,20.9468663058835,20.9080915151515,0.013491385141605,117.848854072085,0,0,1,0,47703,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789340,423.532333333333,419.967222222222,20.8828333333333,20.9443777777778,417.028444444444,20.5403111111111,500.087888888889,90.3566222222222,0.0475664222222222,25.7767111111111,25.1394777777778,999.9,0,0,10006.6666666667,0,0.226785333333333,3.56493777777778,432.565666666667,428.951555555556,-0.0615454666666667,419.967222222222,20.9443777777778,1.88690111111111,1.89246222222222,16.5259222222222,16.5721888888889,0.00100013,0,0,0,684,0.00100013,-12.9444444444444,-0.277777777777778,35.437,39.993,37.354,40.729,38,0,0,0,1663789340.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.59867075,-0.313599737335837,0.110183169458577,0,-0.1046915225,0.246737787242027,0.0248210200074703,0,0,2,"0/2",2.97339,2.70111,0.0911056,0.0917498,0.0938899,0.0949609,35456.7,38651.5,35348.6,38591,45407.6,50440.1,55242.9,61895.3,1.9932,1.8284,0.0237226,0,24.697,999.9,43.81,31.34,22.3001,60.4742,44.7636,1,-0.0948171,3.8268,20.0909,5.20411,12.0099,4.9756,3.294,9999,9999,706.7,9999,1.86356,1.86832,1.86798,1.8692,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.3441,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51861.6,51861.6,1.02539,2.66357,1.54785,2.2998,1.34644,2.27173,35.8711,23.9474,18,499.01,395.807,21.1064,25.9263,29.9981,25.8921,25.8399,20.5523,2.38825,27.9428,21.1206,420,20.3778,102.487,103.028,6
111,1663789347.5,1849.90000009537,2022-09-21 14:42:27,14:42:27,5,"a_y_630_106","ozzie",1663789344.7,8.63286178068888e-05,0.0863286178068888,-2.94560758151774,423.553403676833,1284.22452658456,116.098244162002,38.2906613740663,0.00534381656845271,2.75430639659773,0.00533806332053396,0.00333680595405004,0.00015962074799999,25.6894030924887,25.6894030924887,3.31273830333878,57.0565252478359,1.8928027904574,3.31741686377789,1.41993551288138,-3.8070920452838,3.53360675742549,0.273293007220936,-3.26598893716223e-05,-2.92898296114635,0.00136222940573658,-2.94560758151774,429.029813922191,432.615751515151,0.00491791940537679,65.3343997986943,0.0863286178068888,20.9347896324735,20.9572206060606,0.00921554617754593,117.848854072085,0,0,1,0,48082,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789344.7,423.5534,420.0403,20.9373,20.9357,417.0495,20.59235,500.1405,90.35584,0.04754489,25.7132,25.06157,999.9,0,0,9997,0,0.2261724,3.512946,432.6111,429.0222,0.00158674199999999,420.0403,20.9357,1.891808,1.891663,16.56674,16.56556,0.00100013,0,0,0,686.4,0.00100013,-10.25,-0.8,35.4874,40.0372,37.375,40.8122,38.0372,0,0,0,1663789345,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.56182175,-0.270811294559102,0.119404354817726,0,-0.074179607,0.389850253733584,0.0401817799588032,0,0,2,"0/2",2.97378,2.70163,0.0911341,0.0917718,0.0940292,0.0948231,35456.3,38651.1,35349.4,38591.6,45400.5,50448.4,55242.8,61896.1,1.9938,1.8276,0.0222027,0,24.6762,999.9,43.835,31.34,22.3124,60.4842,44.5393,1,-0.0974187,3.18377,20.1045,5.20411,12.0099,4.9756,3.294,9999,9999,706.7,9999,1.86356,1.86829,1.86798,1.86923,1.87009,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.346,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51861.7,51861.6,1.02539,2.65137,1.54785,2.2998,1.34644,2.36816,35.8711,23.9649,18,499.404,395.356,20.9894,25.9276,29.9976,25.8921,25.8377,20.5491,6.08011,27.9428,21.0582,420,20,102.487,103.029,6
112,1663789352.5,1854.90000009537,2022-09-21 14:42:32,14:42:32,5,"a_y_630_106","ozzie",1663789350,0.00015640865535009,0.156408655350093,-3.0908138310471,423.664892756623,910.41323989057,82.3019393179199,38.2995773424601,0.00983359579385673,2.75457946842344,0.00981413467735759,0.00613557943278561,0.00015962074799999,25.602064007123,25.602064007123,3.29561647483976,57.3920157241902,1.89626591721363,3.30405874978594,1.39935055762613,-6.89762170093911,6.40260569534462,0.494749235596162,-0.00010714925032484,-3.02102221296124,0.143335486498655,-3.0908138310471,429.051099688251,432.776987878788,0.0129469125665996,65.3343997986943,0.156408655350093,20.8042446981161,20.976376969697,0.00135358484465713,117.848854072085,0,0,1,0,47953,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789350,423.664888888889,420.112888888889,20.9762444444444,20.8078666666667,417.160444444444,20.6295888888889,500.05,90.3533777777778,0.0472619666666667,25.6451777777778,24.9822,999.9,0,0,9998.88888888889,0,0.232914666666667,3.55199888888889,432.742111111111,429.040111111111,0.168373666666667,420.112888888889,20.8078666666667,1.89527555555556,1.88006111111111,16.5955555555556,16.4687666666667,0.00100013,0,0,0,687.611111111111,0.00100013,-24.6111111111111,-4.66666666666667,35.5,40.09,37.4232222222222,40.9025555555556,38.062,0,0,0,1663789349.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.55677275,-0.290410919324587,0.10398419771743,0,-0.017742482,0.832192117148218,0.0871555274999859,0,0,2,"0/2",2.97442,2.70179,0.0911405,0.0917773,0.0940631,0.0940247,35456.3,38651.3,35349.6,38592.1,45399.6,50493.6,55244,61896.8,1.9936,1.8266,0.0209212,0,24.6534,999.9,43.884,31.34,22.3385,60.4642,44.5673,1,-0.0994106,-6.66667,19.9727,5.20411,12.0099,4.976,3.2938,9999,9999,706.7,9999,1.86353,1.86829,1.86798,1.8692,1.87002,1.86615,1.8671,1.86847,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.505,0.3465,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51861.7,51861.7,1.02539,2.65137,1.54785,2.2998,1.34644,2.4231,35.8944,23.9124,18,499.252,394.798,20.9621,25.9276,29.9979,25.8899,25.8356,20.5445,10.8863,27.5538,23.5007,420,19.559,102.489,103.03,6
113,1663789357.5,1859.90000009537,2022-09-21 14:42:37,14:42:37,5,"a_y_630_106","ozzie",1663789354.7,0.00055795923264886,0.55795923264887,-3.06564529227103,423.672503813163,548.541264176835,49.5891470521878,38.3007796598263,0.0360291575737401,2.75029560162818,0.0357689874594861,0.0223788356683713,0.00015962074799999,25.4485198677668,25.4485198677668,3.26570326256121,57.5227748994242,1.8957847269686,3.29571153388077,1.36991853559261,-24.6060021598152,22.8386540419763,1.76582159642613,-0.001366900664717,-3.07906014190329,0.477300160627118,-3.06564529227103,429.022109307994,432.763303030303,0.00303678061131212,65.3343997986943,0.55795923264887,20.3506579141558,20.9908157575758,0.00179312638249144,117.848854072085,0,0,1,0,48366,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789354.7,423.6725,420.2201,20.97064,20.40986,417.168,20.6242,499.9724,90.35381,0.04804359,25.60255,24.9951,999.9,0,0,9973.5,0,0.220656,3.452282,432.7475,428.9756,0.5607915,420.2201,20.40986,1.894778,1.844107,16.59142,16.16529,0.00100013,0,0,0,692.5,0.00100013,-14.95,0.4,35.5372,40.125,37.437,40.9998,38.0998,0,0,0,1663789355.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.520484,-0.328052082551598,0.100081379332022,0,0.1198409205,2.0849545332833,0.220331940053329,0,0,2,"0/2",2.9747,2.70239,0.0911302,0.0917823,0.0941352,0.0922011,35455.9,38651.1,35348.8,38592.2,45394.7,50595.5,55242.4,61896.8,1.9952,1.8258,0.0191033,0,24.6285,999.9,43.908,31.36,22.378,60.7142,44.8478,1,-0.0873577,-4.05449,20.0723,5.20291,12.0099,4.976,3.294,9999,9999,706.7,9999,1.86356,1.86829,1.86798,1.8692,1.87002,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.3476,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51861.8,51861.8,1.02539,2.65259,1.54785,2.30103,1.34644,2.4353,35.8944,23.9562,18,500.302,394.332,23.4718,25.9298,30.0055,25.8899,25.8313,20.5353,15.4661,27.1495,23.5017,420,19.0494,102.486,103.031,6
114,1663789362.5,1864.90000009537,2022-09-21 14:42:42,14:42:42,5,"a_y_630_106","ozzie",1663789360,0.00090183532140181,0.901835321401818,-3.2164902968838,423.652004032405,500.449510936386,45.2411634626136,38.2985878632025,0.0589239478346881,2.7551439486811,0.058232701470827,0.0364568684111643,0.00015962074799999,25.4020541754658,25.4020541754658,3.25669777511666,57.3831489228511,1.89658298317104,3.30512183240572,1.36011479194562,-39.7709376738202,36.9178337213564,2.84938485083297,-0.00355948088282787,-3.3142069969236,1.06709119644742,-3.2164902968838,428.728605362137,432.711393939394,-0.00961988051980238,65.3343997986943,0.901835321401818,19.6888224708673,20.9148163636364,-0.0194278222561606,117.848854072085,0,0,1,0,47849,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789360,423.652,420.217777777778,20.9796555555556,19.7261333333333,417.147555555556,20.6328222222222,500.048888888889,90.3534555555556,0.0475988444444444,25.6506,24.9219333333333,999.9,0,0,10002.2222222222,0,0.220656,3.43408222222222,432.730222222222,428.673777777778,1.25352211111111,420.217777777778,19.7261333333333,1.89558333333333,1.78232222222222,16.5981,15.6319555555556,0.00100013,0,0,0,686.555555555556,0.00100013,-14.6111111111111,-1.27777777777778,35.562,40.187,37.465,41.09,38.125,0,0,0,1663789360,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.4912675,-0.330165478424019,0.110586706632172,0,0.4106664155,4.38487668112571,0.446303327306103,0,0,2,"0/2",2.97428,2.70185,0.0911221,0.0917883,0.093776,0.0897462,35456.5,38650.6,35349.1,38592.2,45413.3,50732.7,55242.8,61896.9,1.9956,1.8244,0.0192821,0,24.6078,999.9,43.908,31.36,22.3794,60.6642,45.1442,1,-0.10374,-0.802767,20.1317,5.20411,12.0099,4.976,3.294,9999,9999,706.7,9999,1.86356,1.86829,1.8681,1.8692,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.3424,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51861.9,51861.9,1.02417,2.64893,1.54785,2.2998,1.34644,2.4353,35.8944,23.9737,18,500.544,393.557,23.8856,25.9298,29.9928,25.8877,25.8291,20.5266,19.768,26.7776,23.5549,420,18.4389,102.487,103.031,6
115,1663789367.5,1869.90000009537,2022-09-21 14:42:47,14:42:47,5,"a_y_630_106","ozzie",1663789364.7,0.0006152229091663,0.61522290916631,-3.15594996341782,423.598303914128,543.001096013227,49.0884002640983,38.2941457142535,0.0385600234134106,2.75883645866391,0.03826309570141,0.0239409218641591,0.00015962074799999,25.5339919824996,25.5339919824996,3.28232539044131,56.4080889494325,1.8701964735239,3.31547568505725,1.41212891691741,-27.1313302942343,25.1863869330796,1.9431305882211,-0.00165315218551498,-3.45051389539041,1.42077861830511,-3.15594996341782,428.325974115021,432.426363636363,-0.0504995608930682,65.3343997986943,0.61522290916631,18.9227253045487,20.4629072727273,-0.0953286443924102,117.848854072085,0,0,1,0,48262,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789364.7,423.5983,420.18,20.68755,19.01794,417.0941,20.35362,500.016,90.35435,0.04767796,25.70333,24.93235,999.9,0,0,10024,0,0.220656,3.418049,432.5465,428.3261,1.669624,420.18,19.01794,1.869209,1.718352,16.37757,15.0625,0.00100013,0,0,0,686,0.00100013,-16.75,0.15,35.5746,40.2437,37.5,41.1622,38.1622,0,0,0,1663789364.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.46165625,-0.59136866791746,0.101499243733328,0,0.821347925,6.15743187917448,0.599160740636295,0,0,2,"0/2",2.97515,2.70126,0.0911096,0.0917662,0.0923091,0.0878334,35457.5,38652.2,35349.8,38593,45488.9,50840.5,55243.8,61898.1,1.9956,1.8234,0.0217557,0,24.5871,999.9,43.908,31.37,22.3888,60.2242,45.1963,1,-0.105407,0.279259,20.1337,5.20052,12.0099,4.9756,3.294,9999,9999,706.7,9999,1.86356,1.86829,1.86801,1.86929,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.3218,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51862,51862,1.02417,2.65625,1.54785,2.2998,1.34644,2.42798,35.8944,23.9737,18,500.525,393,23.8449,25.9319,29.9965,25.8855,25.8269,20.5201,20.8177,26.7776,23.6018,420,18.4692,102.489,103.033,6
116,1663789372.5,1874.90000009537,2022-09-21 14:42:52,14:42:52,5,"a_y_630_106","ozzie",1663789370,0.00051382274793005,0.513822747930053,-3.10970251330209,423.528559443704,571.8268415681,51.6949077107819,38.2882862463798,0.0309567272826463,2.74859884561288,0.0307643285297,0.0192448917732618,0.00015962074799999,25.5773071670519,25.5773071670519,3.29077726393619,54.9503657128354,1.82358380906013,3.31860176980437,1.46719345487606,-22.6595831837153,21.0293221230785,1.62894016874125,-0.00116127114752728,-3.38673838930515,1.30451798340167,-3.10970251330209,428.130737144836,432.155787878788,-0.0469389708196045,65.3343997986943,0.513822747930053,18.6205419943436,19.9999848484848,-0.0904659333115897,117.848854072085,0,0,1,0,48164,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789370,423.528555555555,420.127888888889,20.1717,18.6380444444444,417.024888888889,19.8603333333333,500.061555555556,90.3550777777778,0.0480022333333333,25.7192222222222,24.9351555555556,999.9,0,0,9963.33333333333,0,0.220656,3.40052666666667,432.247666666667,428.107111111111,1.53367444444444,420.127888888889,18.6380444444444,1.82261555555556,1.68404,15.9818666666667,14.7500555555556,0.00100013,0,0,0,681.944444444444,0.00100013,-14.7222222222222,-1.05555555555556,35.625,40.2913333333333,37.5275555555556,41.243,38.187,0,0,0,1663789370.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.4305055,-0.356342814258907,0.0944522832426511,0,1.193174975,4.70905428517824,0.496854718207772,0,0,2,"0/2",2.97361,2.70189,0.0911041,0.0917548,0.0908869,0.0872617,35458.7,38654.4,35350.9,38594.8,45563.1,50874.1,55245.8,61900.1,1.995,1.8244,0.0219345,0,24.5685,999.9,43.908,31.37,22.3919,60.6842,45.3165,1,-0.105122,0.634009,20.133,5.20052,12.0099,4.9756,3.2938,9999,9999,706.7,9999,1.86356,1.86835,1.86798,1.86923,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.3023,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51862.1,51862.1,1.02417,2.65747,1.54785,2.2998,1.34644,2.38525,35.8711,23.9649,18,500.109,393.542,23.7631,25.9341,29.9989,25.8834,25.8269,20.5161,20.2417,26.7776,23.6466,420,18.7733,102.492,103.037,6
117,1663789377.5,1879.90000009537,2022-09-21 14:42:57,14:42:57,5,"a_y_630_106","ozzie",1663789374.7,0.00051919160227759,0.519191602277596,-3.15581870305142,423.474903985772,575.710143612641,52.0454146268078,38.28302698244,0.0306026886873372,2.75106256697804,0.0304148183874191,0.0190260446085506,0.00015962074799999,25.5818218834849,25.5818218834849,3.29165929090395,53.9753757791058,1.79185218581928,3.31975861206123,1.49980710508467,-22.896349660442,21.2503347010988,1.6446716098477,-0.00118372874750605,-3.39565490171051,1.06473613247724,-3.15581870305142,427.86705602726,431.938793939394,-0.0449529240208911,65.3343997986943,0.519191602277596,18.5597593939015,19.6917266666667,-0.0608299690771947,117.848854072085,0,0,1,0,47611,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663789374.7,423.4749,419.9416,19.82091,18.5687,416.9715,19.52465,500.0593,90.35412,0.04799503,25.7251,24.92776,999.9,0,0,9978,0,0.220656,3.533398,432.0383,427.8867,1.252223,419.9416,18.5687,1.790901,1.677757,15.70743,14.69216,0.00100013,0,0,0,676.3,0.00100013,-8.15,-1.15,35.625,40.312,37.562,41.331,38.1996,0,0,0,1663789375,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.441244,0.307786041275792,0.0946829905210012,0,1.4229419,-0.00771789118199334,0.225927973107891,1,1,2,"1/2",2.97283,2.70247,0.0910844,0.0917231,0.0899504,0.0874071,35459.2,38654.8,35350.7,38593.9,45609.8,50865.9,55244.7,61899.9,1.9944,1.8248,0.0227392,0,24.554,999.9,43.908,31.37,22.3901,60.8142,45.3846,1,-0.104858,0.582375,20.1329,5.19932,12.0099,4.976,3.294,9999,9999,706.7,9999,1.86356,1.86829,1.86801,1.86926,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.2898,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51862.2,51862.1,1.02417,2.65991,1.54785,2.2998,1.34644,2.40601,35.8711,23.9737,18,499.716,393.759,23.7143,25.9341,29.9999,25.8834,25.8269,20.519,18.8985,26.7776,23.697,420,18.9288,102.491,103.035,6
